,Year,Team,Name,Salary,Prev_Salary
27,2005,DOOSAN,강관식,-,
489,2008,DOOSAN,고창성,-,
565,2004,DOOSAN,구명환,-,
960,2014,DOOSAN,김경호,-,
959,2015,DOOSAN,김경호,-,-
958,2016,DOOSAN,김경호,-,-
1192,2001,DOOSAN,김덕용,-,
1402,2005,DOOSAN,김명제,-,
1641,2025,DOOSAN,김민호,-,
1779,2001,DOOSAN,김상현,-,
1880,2003,DOOSAN,김성균,-,2000
2072,2004,DOOSAN,김수훈,-,
2210,2006,DOOSAN,김용성,-,
2209,2007,DOOSAN,김용성,-,-
2208,2008,DOOSAN,김용성,-,-
2377,2012,DOOSAN,김이슬,-,
2857,2025,DOOSAN,김준상,-,
2930,2025,DOOSAN,김지윤,-,
3085,2001,DOOSAN,김태구,-,
3084,2002,DOOSAN,김태구,-,-
3081,2005,DOOSAN,김태구,-,2300
3294,2007,DOOSAN,김하람,-,
3305,2002,DOOSAN,김학재,-,
3322,2025,DOOSAN,김한중,-,
3436,2005,DOOSAN,김혜겸,-,
4115,2009,DOOSAN,박건우,-,
4314,2008,DOOSAN,박민석,-,
4337,2025,DOOSAN,박민제,-,
4622,2025,DOOSAN,박연준,-,
4757,2005,DOOSAN,박정배,-,
4861,2008,DOOSAN,박종섭,-,
5405,2003,DOOSAN,백대운,-,
5465,2003,DOOSAN,백승훈,-,
5563,2012,DOOSAN,변진수,-,
5855,2003,DOOSAN,손시헌,-,
6374,2007,DOOSAN,신재웅,-,
7126,2002,DOOSAN,오세학,-,1700
7125,2003,DOOSAN,오세학,-,-
7124,2004,DOOSAN,오세학,-,-
7123,2005,DOOSAN,오세학,-,-
7122,2006,DOOSAN,오세학,-,-
7349,2004,DOOSAN,용덕한,-,
7396,2006,DOOSAN,원용묵,-,
7389,2015,DOOSAN,원용묵,-,2700
7558,2003,DOOSAN,유재웅,-,2000
7758,2004,DOOSAN,윤석민,-,
7813,2005,DOOSAN,윤승균,-,
7844,2009,DOOSAN,윤요한,-,
7847,2005,DOOSAN,윤재국,-,5000
7846,2006,DOOSAN,윤재국,-,-
8008,2007,DOOSAN,이경필,-,
8080,2001,DOOSAN,이대현,-,
8079,2005,DOOSAN,이대현,-,
8140,2001,DOOSAN,이도형,-,
8178,2017,DOOSAN,이동원,-,2700
8226,2007,DOOSAN,이두환,-,
8275,2024,DOOSAN,이민석,-,
8646,2006,DOOSAN,이승엽,-,
8672,2003,DOOSAN,이승준,-,
8685,2007,DOOSAN,이승학,-,
8683,2009,DOOSAN,이승학,-,12000
9028,2004,DOOSAN,이원희,-,
9122,2002,DOOSAN,이재영,-,
9245,2007,DOOSAN,이정민,-,
9244,2008,DOOSAN,이정민,-,-
9799,2011,DOOSAN,이현호,-,
10397,2001,DOOSAN,장인규,-,
10552,2003,DOOSAN,전병두,-,
11170,2003,DOOSAN,정종수,-,
11219,2001,DOOSAN,정진용,-,
11265,2013,DOOSAN,정혁진,-,
11725,2005,DOOSAN,조현근,-,
12146,2001,DOOSAN,최경훈,-,
12144,2003,DOOSAN,최경훈,-,2400
12143,2004,DOOSAN,최경훈,-,-
12142,2005,DOOSAN,최경훈,-,-
12758,2012,DOOSAN,최현정,-,2400
13275,2004,DOOSAN,홍마태,-,
26,2011,HANWHA,강경학,-,
396,2001,HANWHA,고상천,-,
564,2006,HANWHA,구대성,-,
563,2007,HANWHA,구대성,-,-
562,2008,HANWHA,구대성,-,-
561,2009,HANWHA,구대성,-,-
560,2010,HANWHA,구대성,-,-
674,2004,HANWHA,권영근,-,
862,2013,HANWHA,김강석,-,
1045,2001,HANWHA,김기동,-,
2494,2010,HANWHA,김재우,-,
2755,2009,HANWHA,김주,-,
3869,2003,HANWHA,맹진국,-,
4021,2003,HANWHA,문용민,-,
4124,2011,HANWHA,박건우,-,
4381,2025,HANWHA,박부성,-,
4475,2009,HANWHA,박성호,-,
5447,2005,HANWHA,백승룡,-,
5651,2005,HANWHA,서민욱,-,
5703,2007,HANWHA,서정,-,
5732,2001,HANWHA,서창호,-,
6155,2001,HANWHA,송진우,-,
6154,2002,HANWHA,송진우,-,-
6153,2003,HANWHA,송진우,-,-
6152,2004,HANWHA,송진우,-,-
6151,2005,HANWHA,송진우,-,-
6150,2006,HANWHA,송진우,-,-
6149,2007,HANWHA,송진우,-,-
6148,2008,HANWHA,송진우,-,-
6147,2009,HANWHA,송진우,-,-
6178,2002,HANWHA,송혁,-,
6185,2024,HANWHA,송호정,-,
6194,2005,HANWHA,스미스,-,
6348,2024,HANWHA,신우재,-,
6430,2002,HANWHA,신주영,-,
6668,2003,HANWHA,안영명,-,
6973,2014,HANWHA,양훈,-,
7130,2022,HANWHA,오세훈,-,
7267,2011,HANWHA,오준혁,-,
7537,2006,HANWHA,유원상,-,
7609,2002,HANWHA,유혜정,-,
7668,2005,HANWHA,윤근영,-,
7667,2006,HANWHA,윤근영,-,-
7662,2013,HANWHA,윤근영,-,3600
8149,2002,HANWHA,이도형,-,
8148,2003,HANWHA,이도형,-,-
8147,2004,HANWHA,이도형,-,-
8146,2005,HANWHA,이도형,-,-
8145,2006,HANWHA,이도형,-,-
8144,2007,HANWHA,이도형,-,-
8143,2008,HANWHA,이도형,-,-
8142,2009,HANWHA,이도형,-,-
8141,2010,HANWHA,이도형,-,-
8601,2010,HANWHA,이성호,-,
8609,2001,HANWHA,이송영,-,
8722,2025,HANWHA,이승현,-,3000
8808,2008,HANWHA,이여상,-,
9620,2004,HANWHA,이창훈,-,
10028,2006,HANWHA,임재청,-,
10728,2006,HANWHA,전현태,-,
11146,2004,HANWHA,정재원,-,
11145,2005,HANWHA,정재원,-,-
11144,2006,HANWHA,정재원,-,-
11143,2009,HANWHA,정재원,-,
11475,2007,HANWHA,조성민,-,10110
11648,2001,HANWHA,조정권,-,
11741,2002,HANWHA,조현수,-,
11960,2001,HANWHA,차베스,-,
12025,2002,HANWHA,채상병,-,
12372,2009,HANWHA,최연오,-,
12427,2012,HANWHA,최우석,-,
1237,2011,HEROES,김도현,-,
1449,2012,HEROES,김민,-,
1450,2012,HEROES,김민겸,-,
1609,2013,HEROES,김민준,-,
1791,2019,HEROES,김상현,-,
2165,2008,HEROES,김영민,-,
2164,2009,HEROES,김영민,-,-
2163,2011,HEROES,김영민,-,
2162,2012,HEROES,김영민,-,-
2161,2013,HEROES,김영민,-,-
2701,2009,HEROES,김종문,-,
2971,2010,HEROES,김진성,-,
2970,2011,HEROES,김진성,-,-
3234,2013,HEROES,김태형,-,
3480,2016,HEROES,김홍빈,-,
4036,2012,HEROES,문의서,-,
4035,2013,HEROES,문의서,-,-
4444,2019,HEROES,박성민,-,2700
4549,2012,HEROES,박승우,-,
4568,2016,HEROES,박승주,-,
5217,2011,HEROES,박헌도,-,
5533,2012,HEROES,밴헤켄,-,
5532,2013,HEROES,밴헤켄,-,-
5968,2025,HEROES,손힘찬,-,
6326,2011,HEROES,신영재,-,
6325,2012,HEROES,신영재,-,-
6373,2013,HEROES,신재영,-,
6484,2010,HEROES,신현철,-,
9462,2025,HEROES,이준우,-,
9555,2012,HEROES,이진욱,-,
9554,2013,HEROES,이진욱,-,-
9553,2014,HEROES,이진욱,-,-
9997,2010,HEROES,임성학,-,
10421,2010,HEROES,장종덕,-,
10527,2008,HEROES,전동수,-,
10526,2009,HEROES,전동수,-,-
10525,2012,HEROES,전동수,-,
10540,2013,HEROES,전민수,-,
10607,2008,HEROES,전승윤,-,
10606,2009,HEROES,전승윤,-,-
10644,2009,HEROES,전인환,-,
12229,2017,HEROES,최민섭,-,2700
12760,2013,HEROES,최현정,-,
38,2002,HYUNDAI,강귀태,-,
2158,2007,HYUNDAI,김영민,-,2400
3735,2003,HYUNDAI,노환수,-,
3734,2004,HYUNDAI,노환수,-,-
6211,2003,HYUNDAI,신동민,-,
6476,2006,HYUNDAI,신현철,-,
6475,2007,HYUNDAI,신현철,-,-
8405,2005,HYUNDAI,이보근,-,
8478,2005,HYUNDAI,이상우,-,
10478,2006,HYUNDAI,장태종,-,
10604,2006,HYUNDAI,전승윤,-,2000
10603,2007,HYUNDAI,전승윤,-,-
10859,2003,HYUNDAI,정민태,-,
10858,2004,HYUNDAI,정민태,-,-
10857,2005,HYUNDAI,정민태,-,-
10856,2006,HYUNDAI,정민태,-,-
10855,2007,HYUNDAI,정민태,-,-
11563,2002,HYUNDAI,조용준,-,
11704,2004,HYUNDAI,조평호,-,
11703,2005,HYUNDAI,조평호,-,-
12792,2002,HYUNDAI,최환인,-,
13196,2005,HYUNDAI,허준,-,
2,2001,KIA,가내영,-,
1,2002,KIA,가내영,-,-
0,2003,KIA,가내영,-,-
448,2003,KIA,고우석,-,
789,2004,KIA,권희석,-,
1610,2001,KIA,김민철,-,
2139,2007,KIA,김연훈,-,
2268,2003,KIA,김원섭,-,
2743,2012,KIA,김종훈,-,
2777,2004,KIA,김주용,-,
2804,2001,KIA,김주철,-,
2815,2008,KIA,김주현,-,
2827,2004,KIA,김주형,-,
4058,2002,KIA,문현정,-,
4057,2004,KIA,문현정,-,
4056,2007,KIA,문현정,-,
4055,2008,KIA,문현정,-,-
4054,2009,KIA,문현정,-,-
4053,2010,KIA,문현정,-,-
4100,2004,KIA,박강우,-,
4752,2006,KIA,박정규,-,
4778,2015,KIA,박정우,-,
4828,2004,KIA,박정태,-,
5251,2008,KIA,발데스,-,
5506,2005,KIA,백정훈,-,
5534,2006,KIA,변강득,-,
5620,2003,KIA,서동욱,-,
6000,2005,KIA,송산,-,
6447,2012,KIA,신창호,-,
6495,2010,KIA,심동섭,-,
6561,2001,KIA,심제훈,-,
6822,2009,KIA,양동일,-,
7172,2001,KIA,오우진,-,
7268,2007,KIA,오준형,-,
7723,2012,KIA,윤민호,-,
7834,2012,KIA,윤완주,-,
7947,2009,KIA,윤효섭,-,
7965,2007,KIA,이강서,-,
8067,2001,KIA,이대진,-,
8066,2005,KIA,이대진,-,7000
8188,2004,KIA,이동현,-,
8272,2008,KIA,이명환,-,
8271,2009,KIA,이명환,-,-
8270,2010,KIA,이명환,-,-
8499,2004,KIA,이상화,-,
9041,2002,KIA,이윤학,-,
9268,2003,KIA,이정상,-,
9344,2014,KIA,이제우,-,
9444,2024,KIA,이준범,-,
9744,2002,KIA,이현곤,-,
9841,2007,KIA,이호신,-,
9886,2013,KIA,이효상,-,
9994,2005,KIA,임성민,-,
10081,2003,KIA,임준혁,-,
10080,2005,KIA,임준혁,-,2000
10432,2002,KIA,장준영,-,
10477,2010,KIA,장태성,-,
10854,2008,KIA,정민태,-,
10950,2009,KIA,정성철,-,
11067,2001,KIA,정원,-,
11415,2007,KIA,조동현,-,
11443,2002,KIA,조민철,-,
11691,2002,KIA,조태수,-,
11690,2003,KIA,조태수,-,-
12055,2009,KIA,채종범,-,8200
12182,2003,KIA,최동락,-,
12255,2014,KIA,최병연,-,
12799,2007,KIA,최희섭,-,
12928,2012,KIA,한동훈,-,
13256,2004,KIA,현철민,-,
13261,2012,KIA,홍건희,-,2400
13523,2014,KIA,황수현,-,
884,2015,KT,김건국,-,
9101,2018,KT,이재곤,-,
10268,2025,KT,장민호,-,
11066,2025,KT,정운교,-,
12033,2015,KT,채선관,-,
283,2013,LG,강지광,-,
1081,2006,LG,김기표,-,
1785,2005,LG,김상현,-,3500
1784,2006,LG,김상현,-,-
1841,2010,LG,김선규,-,
2219,2002,LG,김용우,-,
2249,2002,LG,김우석,-,
2251,2025,LG,김웅,-,
2526,2014,LG,김재율,-,
2531,2001,LG,김재학,-,
2929,2010,LG,김지용,-,
2928,2013,LG,김지용,-,
2927,2014,LG,김지용,-,-
3050,2014,LG,김창혁,-,
3138,2002,LG,김태석,-,
3174,2004,LG,김태완,-,
3232,2016,LG,김태형,-,
4072,2011,LG,민경수,-,3600
4098,2009,LG,바우어,-,
4099,2006,LG,박가람,-,
4222,2004,LG,박기남,-,
4647,2001,LG,박용진,-,
5271,2010,LG,배민관,-,
5323,2009,LG,배우열,-,
5321,2013,LG,배우열,-,
5521,2009,LG,백창수,-,
5520,2010,LG,백창수,-,-
5519,2011,LG,백창수,-,-
5657,2012,LG,서상우,-,
5827,2005,LG,손상정,-,
6387,2005,LG,신재웅,-,
6385,2011,LG,신재웅,-,
6451,2007,LG,신창호,-,2000
6611,2001,LG,안병원,-,
6610,2002,LG,안병원,-,-
6609,2003,LG,안병원,-,-
6771,2002,LG,안치용,-,
7027,2006,LG,여승현,-,
7141,2007,LG,오승준,-,
7453,2014,LG,유경국,-,
7706,2006,LG,윤동건,-,
7736,2010,LG,윤상균,-,
7735,2011,LG,윤상균,-,-
7777,2007,LG,윤성길,-,
7776,2008,LG,윤성길,-,-
7867,2014,LG,윤정우,-,
7902,2012,LG,윤지웅,-,
7901,2013,LG,윤지웅,-,-
7994,2003,LG,이경민,-,
8371,2006,LG,이병규7,-,
8600,2010,LG,이성진,-,
8598,2012,LG,이성진,-,2400
9438,2011,LG,이준명,-,
10781,2014,LG,정다흰,-,
10886,2011,LG,정병곤,-,
10885,2012,LG,정병곤,-,-
10972,2010,LG,정성훈,-,35000
11268,2017,LG,정혁진,-,
11379,2013,LG,조근종,-,
12169,2001,LG,최길성,-,
12366,2001,LG,최승환,-,
12365,2002,LG,최승환,-,-
12364,2003,LG,최승환,-,-
12514,2011,LG,최인영,-,
12600,2007,LG,최종인,-,
12918,2014,LG,한나한,-,
13151,2004,LG,허용,-,
13502,2006,LG,황선일,-,
116,2003,LOTTE,강민영,-,2300
115,2004,LOTTE,강민영,-,-
114,2005,LOTTE,강민영,-,-
113,2006,LOTTE,강민영,-,-
112,2007,LOTTE,강민영,-,-
499,2002,LOTTE,고효준,-,
666,2005,LOTTE,권민성,-,
665,2006,LOTTE,권민성,-,-
703,2004,LOTTE,권오현,-,2300
1381,2005,LOTTE,김만윤,-,1900
1380,2006,LOTTE,김만윤,-,-
1379,2007,LOTTE,김만윤,-,-
1378,2008,LOTTE,김만윤,-,-
1728,2012,LOTTE,김사훈,-,
1999,2012,LOTTE,김성호,-,
1998,2013,LOTTE,김성호,-,-
2380,2007,LOTTE,김이슬,-,
2641,2001,LOTTE,김정열,-,
2667,2002,LOTTE,김정현,-,
2666,2003,LOTTE,김정현,-,-
2688,2001,LOTTE,김제빈,-,
2716,2004,LOTTE,김종성,-,
2715,2005,LOTTE,김종성,-,-
2977,2002,LOTTE,김진수,-,1800
2976,2003,LOTTE,김진수,-,-
3292,2002,LOTTE,김풍철,-,
3291,2003,LOTTE,김풍철,-,-
3389,2011,LOTTE,김현우,-,
3388,2012,LOTTE,김현우,-,-
3476,2015,LOTTE,김호준,-,
3474,2018,LOTTE,김호준,-,
3504,2003,LOTTE,김휘곤,-,
4018,2011,LOTTE,문양식,-,
4116,2025,LOTTE,박건우,-,
4158,2006,LOTTE,박경진,-,2500
4547,2011,LOTTE,박승완,-,2000
4583,2008,LOTTE,박시영,-,
4582,2009,LOTTE,박시영,-,-
4581,2010,LOTTE,박시영,-,-
4580,2011,LOTTE,박시영,-,-
4579,2012,LOTTE,박시영,-,-
4578,2013,LOTTE,박시영,-,-
4946,2025,LOTTE,박준기,-,
5056,2025,LOTTE,박지훈,-,
5236,2002,LOTTE,박효순,-,1600
5287,2014,LOTTE,배성근,-,
5286,2015,LOTTE,배성근,-,-
5558,2002,LOTTE,변인재,-,
5556,2004,LOTTE,변인재,-,2200
5706,2007,LOTTE,서정호,-,
5898,2004,LOTTE,손용수,-,
6168,2019,LOTTE,송창현,-,2700
6239,2001,LOTTE,신명철,-,
6352,2002,LOTTE,신원주,-,
7132,2010,LOTTE,오수호,-,
7190,2015,LOTTE,오윤석,-,
7291,2025,LOTTE,오창현,-,
7588,2025,LOTTE,유태웅,-,
7997,2014,LOTTE,이경우,-,
8020,2001,LOTTE,이계성,-,
8019,2002,LOTTE,이계성,-,-
8018,2003,LOTTE,이계성,-,-
8017,2004,LOTTE,이계성,-,-
8016,2005,LOTTE,이계성,-,-
8065,2001,LOTTE,이대일,-,
8212,2010,LOTTE,이동훈,-,2100
8211,2011,LOTTE,이동훈,-,-
8505,2025,LOTTE,이상화,-,
8532,2003,LOTTE,이석만,-,
9064,2003,LOTTE,이인구,-,
9150,2019,LOTTE,이재욱,-,2700
9233,2011,LOTTE,이정담,-,
9232,2012,LOTTE,이정담,-,-
9231,2013,LOTTE,이정담,-,-
9237,2011,LOTTE,이정동,-,2500
9495,2005,LOTTE,이지모,-,
9494,2006,LOTTE,이지모,-,-
9493,2007,LOTTE,이지모,-,-
9492,2008,LOTTE,이지모,-,-
9574,2007,LOTTE,이창석,-,
9652,2025,LOTTE,이태경,-,
10910,2003,LOTTE,정보명,-,
10930,2025,LOTTE,정선우,-,
11201,2013,LOTTE,정준혁,-,
11200,2014,LOTTE,정준혁,-,-
11199,2015,LOTTE,정준혁,-,-
11197,2019,LOTTE,정준혁,-,2700
11337,2010,LOTTE,정훈,-,
11599,2001,LOTTE,조유신,-,
12809,2006,LOTTE,추경식,-,
12808,2007,LOTTE,추경식,-,-
12807,2008,LOTTE,추경식,-,-
12806,2009,LOTTE,추경식,-,-
13183,2002,LOTTE,허일상,-,
13226,2007,LOTTE,허준혁,-,
13586,2005,LOTTE,황준영,-,
1362,2025,NC,김동현,-,
2211,2013,NC,김용성,-,
4061,2013,NC,문현정,-,
4593,2023,NC,박시원,-,
5091,2013,NC,박진우,-,
5090,2014,NC,박진우,-,-
12030,2014,NC,채선관,-,
12503,2025,NC,최윤혁,-,
13020,2013,NC,한윤기,-,
13468,2013,NC,황덕균,-,
87,2003,SAMSUNG,강명구,-,
597,2014,SAMSUNG,구자욱,-,
685,2002,SAMSUNG,권오원,-,
924,2008,SAMSUNG,김경모,-,
1074,2006,SAMSUNG,김기태,-,
1199,2002,SAMSUNG,김덕윤,-,2000
1198,2003,SAMSUNG,김덕윤,-,-
1264,2007,SAMSUNG,김동명,-,
1361,2008,SAMSUNG,김동현,-,
1423,2003,SAMSUNG,김문수,-,
1653,2025,SAMSUNG,김백산,-,
1769,2025,SAMSUNG,김상준,-,
1873,2022,SAMSUNG,김선우,-,
1965,2014,SAMSUNG,김성한,-,
2017,2022,SAMSUNG,김세민,-,3000
2206,2012,SAMSUNG,김영훈,-,
2333,2025,SAMSUNG,김유현,-,
2665,2011,SAMSUNG,김정혁,-,
2897,2011,SAMSUNG,김준희,-,
2946,2012,SAMSUNG,김지훈,-,
3023,2015,SAMSUNG,김찬,-,
3022,2016,SAMSUNG,김찬,-,-
3184,2022,SAMSUNG,김태우,-,
3343,2011,SAMSUNG,김헌곤,-,
3395,2010,SAMSUNG,김현우,-,
3659,2002,SAMSUNG,노병오,-,
3689,2012,SAMSUNG,노승현,-,
4060,2011,SAMSUNG,문현정,-,
4059,2012,SAMSUNG,문현정,-,-
4277,2002,SAMSUNG,박동희,-,6000
4480,2005,SAMSUNG,박성훈,-,
4855,2014,SAMSUNG,박제윤,-,
5196,2001,SAMSUNG,박한이,-,
5235,2010,SAMSUNG,박화랑,-,
5710,2022,SAMSUNG,서주원,-,
5934,2002,SAMSUNG,손주인,-,
6324,2015,SAMSUNG,신영재,-,
6721,2008,SAMSUNG,안준형,-,
6785,2004,SAMSUNG,안태영,-,
6784,2005,SAMSUNG,안태영,-,-
7074,2022,SAMSUNG,오상민,-,
7239,2009,SAMSUNG,오정복,-,
7315,2011,SAMSUNG,오태선,-,
7371,2018,SAMSUNG,우동균,-,5500
8038,2022,SAMSUNG,이기용,-,3000
8218,2012,SAMSUNG,이동훈,-,
8604,2010,SAMSUNG,이성훈,-,
8603,2011,SAMSUNG,이성훈,-,-
8602,2012,SAMSUNG,이성훈,-,-
8802,2007,SAMSUNG,이여상,-,
8826,2008,SAMSUNG,이영욱,-,
9304,2001,SAMSUNG,이정호,-,
9435,2003,SAMSUNG,이준,-,
9443,2002,SAMSUNG,이준민,-,
9684,2002,SAMSUNG,이태호,-,
9895,2013,SAMSUNG,이흥련,-,
9961,2003,SAMSUNG,임동규,-,
10014,2009,SAMSUNG,임익현,-,
10013,2010,SAMSUNG,임익현,-,-
10195,2011,SAMSUNG,임현준,-,
10845,2014,SAMSUNG,정민우,-,
11167,2001,SAMSUNG,정정오,-,
11314,2009,SAMSUNG,정형식,-,
11317,2006,SAMSUNG,정홍준,-,
11414,2002,SAMSUNG,조동찬,-,
11733,2006,SAMSUNG,조현근,-,
12080,2007,SAMSUNG,채태인,-,
12406,2025,SAMSUNG,최예한,-,
12704,2009,SAMSUNG,최천수,-,
12703,2010,SAMSUNG,최천수,-,-
12814,2007,SAMSUNG,추승민,-,
12894,2012,SAMSUNG,한겸,-,
13100,2005,SAMSUNG,해크먼,-,
13149,2008,SAMSUNG,허승민,-,
13366,2022,SAMSUNG,홍승원,-,3000
50,2019,SK/SSG,강동권,-,2700
376,2011,SK/SSG,고든,-,
641,2005,SK/SSG,권덕준,-,
640,2006,SK/SSG,권덕준,-,-
680,2008,SK/SSG,권영진,-,
861,2014,SK/SSG,김강석,-,
860,2015,SK/SSG,김강석,-,-
1157,2011,SK/SSG,김대유,-,
1252,2001,SK/SSG,김동건,-,
1440,2011,SK/SSG,김문홍,-,2400
1439,2012,SK/SSG,김문홍,-,-
1438,2013,SK/SSG,김문홍,-,-
1437,2014,SK/SSG,김문홍,-,-
1731,2009,SK/SSG,김상록,-,
1730,2010,SK/SSG,김상록,-,-
1729,2011,SK/SSG,김상록,-,-
1833,2005,SK/SSG,김선규,-,
1832,2009,SK/SSG,김선규,-,
1983,2006,SK/SSG,김성현,-,
2001,2017,SK/SSG,김성호,-,
2144,2008,SK/SSG,김연훈,-,
2263,2004,SK/SSG,김원,-,
2441,2001,SK/SSG,김장준,-,
2440,2002,SK/SSG,김장준,-,-
2438,2004,SK/SSG,김장준,-,2000
2459,2002,SK/SSG,김재구,-,
2558,2006,SK/SSG,김재현,-,
2557,2007,SK/SSG,김재현,-,-
2556,2008,SK/SSG,김재현,-,-
2555,2011,SK/SSG,김재현,-,
2616,2009,SK/SSG,김정남,-,
2619,2019,SK/SSG,김정민,-,
2682,2010,SK/SSG,김정훈,-,
2680,2012,SK/SSG,김정훈,-,2400
2704,2004,SK/SSG,김종민,-,
2733,2011,SK/SSG,김종진,-,
2732,2012,SK/SSG,김종진,-,-
2779,2014,SK/SSG,김주원,-,
2956,2004,SK/SSG,김진성,-,
2955,2005,SK/SSG,김진성,-,-
3137,2001,SK/SSG,김태석,-,
3239,2005,SK/SSG,김태환,-,
3238,2006,SK/SSG,김태환,-,-
3237,2007,SK/SSG,김태환,-,-
3236,2008,SK/SSG,김태환,-,-
3262,2010,SK/SSG,김태훈,-,
3290,2017,SK/SSG,김표승,-,
3434,2003,SK/SSG,김형철,-,
3510,2001,SK/SSG,김희걸,-,
3543,2015,SK/SSG,나세원,-,2700
3542,2016,SK/SSG,나세원,-,-
4071,2013,SK/SSG,민경수,-,
4193,2019,SK/SSG,박광명,-,
4280,2002,SK/SSG,박두일,-,
4383,2001,SK/SSG,박상근,-,
4413,2010,SK/SSG,박상현,-,
4678,2007,SK/SSG,박윤,-,
4691,2012,SK/SSG,박인성,-,
4716,2001,SK/SSG,박재상,-,
4715,2002,SK/SSG,박재상,-,-
4751,2004,SK/SSG,박정권,-,
4864,2017,SK/SSG,박종욱,-,2700
4904,2014,SK/SSG,박종훈,-,
5146,2003,SK/SSG,박창근,-,2000
5144,2005,SK/SSG,박창근,-,2100
5143,2006,SK/SSG,박창근,-,-
5150,2014,SK/SSG,박철우,-,
5232,2009,SK/SSG,박현준,-,
5261,2010,SK/SSG,방정우,-,
5393,2001,SK/SSG,배홍철,-,
5392,2002,SK/SSG,배홍철,-,-
5391,2003,SK/SSG,배홍철,-,-
5390,2004,SK/SSG,배홍철,-,-
5619,2014,SK/SSG,서동민,-,
5618,2017,SK/SSG,서동민,-,
6019,2003,SK/SSG,송수근,-,
6017,2005,SK/SSG,송수근,-,2000
6217,2015,SK/SSG,신동민,-,
6215,2019,SK/SSG,신동민,-,2700
6405,2014,SK/SSG,신정익,-,2600
6404,2015,SK/SSG,신정익,-,-
6403,2016,SK/SSG,신정익,-,-
6704,2010,SK/SSG,안정광,-,
7006,2001,SK/SSG,엄정욱,-,
6996,2013,SK/SSG,엄정욱,-,8000
7072,2008,SK/SSG,오민철,-,
7071,2009,SK/SSG,오민철,-,-
7070,2010,SK/SSG,오민철,-,-
7069,2011,SK/SSG,오민철,-,-
7136,2014,SK/SSG,오수호,-,
7135,2015,SK/SSG,오수호,-,-
7134,2016,SK/SSG,오수호,-,-
7133,2017,SK/SSG,오수호,-,-
7140,2001,SK/SSG,오승준,-,
7138,2003,SK/SSG,오승준,-,2000
7324,2008,SK/SSG,오현근,-,
7435,2010,SK/SSG,위준호,-,
7434,2011,SK/SSG,위준호,-,-
7487,2015,SK/SSG,유상화,-,
7486,2016,SK/SSG,유상화,-,-
7485,2019,SK/SSG,유상화,-,
7518,2013,SK/SSG,유영하,-,
7734,2008,SK/SSG,윤상균,-,
7733,2009,SK/SSG,윤상균,-,-
7773,2010,SK/SSG,윤석주,-,2000
7772,2013,SK/SSG,윤석주,-,
7927,2002,SK/SSG,윤형국,-,
7963,2004,SK/SSG,윤희상,-,
7961,2006,SK/SSG,윤희상,-,2000
7990,2015,SK/SSG,이건욱,-,2400
8005,2015,SK/SSG,이경재,-,2400
8004,2016,SK/SSG,이경재,-,-
8003,2017,SK/SSG,이경재,-,-
8056,2001,SK/SSG,이대수,-,
8055,2002,SK/SSG,이대수,-,-
8165,2019,SK/SSG,이동근,-,2700
8456,2010,SK/SSG,이상백,-,
8455,2011,SK/SSG,이상백,-,-
8527,2008,SK/SSG,이상훈,-,
8525,2012,SK/SSG,이상훈,-,2400
8535,2013,SK/SSG,이석재,-,
8742,2006,SK/SSG,이승호,-,13500
8741,2007,SK/SSG,이승호,-,-
8728,2012,SK/SSG,이승호,-,7000
8729,2012,SK/SSG,이승호,-,7000
8727,2013,SK/SSG,이승호,-,-
8796,2014,SK/SSG,이양우,-,2400
8795,2015,SK/SSG,이양우,-,-
9040,2011,SK/SSG,이윤재,-,
9096,2003,SK/SSG,이장환,-,
9095,2004,SK/SSG,이장환,-,-
9094,2005,SK/SSG,이장환,-,-
9093,2006,SK/SSG,이장환,-,-
9092,2007,SK/SSG,이장환,-,-
9091,2008,SK/SSG,이장환,-,-
9090,2009,SK/SSG,이장환,-,-
9089,2010,SK/SSG,이장환,-,-
9103,2019,SK/SSG,이재관,-,2700
9109,2017,SK/SSG,이재록,-,
9169,2006,SK/SSG,이재원,-,
9194,2010,SK/SSG,이재인,-,
9192,2014,SK/SSG,이재인,-,
9191,2015,SK/SSG,이재인,-,-
9596,2007,SK/SSG,이창욱,-,
9595,2008,SK/SSG,이창욱,-,-
9594,2009,SK/SSG,이창욱,-,-
9593,2010,SK/SSG,이창욱,-,-
9592,2011,SK/SSG,이창욱,-,-
9591,2012,SK/SSG,이창욱,-,-
9590,2013,SK/SSG,이창욱,-,-
9727,2006,SK/SSG,이한진,-,
10001,2008,SK/SSG,임성헌,-,
9998,2011,SK/SSG,임성헌,-,2800
10032,2014,SK/SSG,임재현,-,
10031,2015,SK/SSG,임재현,-,-
10029,2019,SK/SSG,임재현,-,3000
10475,2004,SK/SSG,장찬,-,
10474,2005,SK/SSG,장찬,-,-
10628,2012,SK/SSG,전유수,-,
10647,2015,SK/SSG,전종훈,-,
10646,2016,SK/SSG,전종훈,-,-
10758,2014,SK/SSG,정규창,-,2400
10888,2007,SK/SSG,정병희,-,1700
10925,2001,SK/SSG,정상호,-,
11020,2017,SK/SSG,정영광,-,
11267,2018,SK/SSG,정혁진,-,
11349,2002,SK/SSG,제춘모,-,
11343,2011,SK/SSG,제춘모,-,3500
11341,2013,SK/SSG,제춘모,-,3000
11430,2001,SK/SSG,조동화,-,
