Name,Year,Team,Salary,Prev_Salary,is_rookie,FA,Birth,Age,Position,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+
¾çÁØÇõ,2010,SAMSUNG,45000,45000,X,X,1969,41,DH,0.25,64,0.54,-0.3,175,173,142,10,34,6,0,1,43,20,0,1,28,3,2,20,3,0,2,0.239,0.371,0.303,0.674,-0.023,90.2
¾çÁØÇõ,2009,SAMSUNG,45000,70000,X,X,1969,40,DH,3.14,82,3.75,-0.61,322,317,249,51,82,16,0,11,131,48,3,4,63,4,4,24,7,1,5,0.329,0.464,0.526,0.99,0.082,163.7
¾çÁØÇõ,2008,SAMSUNG,70000,70000,X,X,1969,39,DH,1.63,114,2.63,-1,443,436,385,49,107,16,2,8,151,49,1,1,46,7,4,37,10,2,2,0.278,0.364,0.392,0.756,0.006,111.3
¾çÁØÇõ,2007,SAMSUNG,70000,40000,X,O,1969,38,DH,6.87,123,8.3,-1.43,544,527,442,78,149,34,0,22,249,72,20,8,91,7,15,44,12,1,2,0.337,0.456,0.563,1.019,0.103,194
¾çÁØÇõ,2006,SAMSUNG,40000,40000,X,O,1969,37,DH,6.05,126,7.34,-1.29,533,522,413,63,125,31,1,13,197,81,12,7,103,9,10,43,11,1,7,0.303,0.445,0.477,0.922,0.084,182.3
¾çÁØÇõ,2005,SAMSUNG,40000,33000,X,O,1969,36,DH,1.27,124,2.96,-1.69,463,458,394,61,103,15,1,13,159,50,10,3,62,5,5,44,16,0,2,0.261,0.367,0.404,0.771,0.009,114.8
¾çÁØÇõ,2004,SAMSUNG,33000,33000,X,O,1969,35,1B,7.03,133,7.63,-0.6,584,575,479,95,151,30,0,28,265,103,5,2,89,13,8,53,10,1,2,0.315,0.434,0.553,0.987,0.078,169.4
¾çÁØÇõ,2003,SAMSUNG,33000,33000,X,O,1969,34,LF,6.14,133,6.85,-0.71,551,545,490,90,161,37,2,33,301,92,2,5,49,6,2,49,13,4,2,0.329,0.395,0.614,1.009,0.081,169
¾çÁØÇõ,2002,SAMSUNG,33000,33000,X,O,1969,33,RF,2.37,132,2.84,-0.47,437,433,391,60,108,23,2,14,177,50,2,3,39,5,3,56,9,0,1,0.276,0.349,0.453,0.802,0.012,117.9
¾çÁØÇõ,2001,LG,33000,,X,X,1969,32,DH,5.49,124,6.65,-1.16,531,524,439,79,156,20,3,14,224,92,12,5,80,1,4,55,9,2,8,0.355,0.449,0.51,0.959,0.082,168.6
¾çÂù¿­,2023,DOOSAN,4000,4300,X,X,1997,26,RF,0.12,44,-0.03,0.15,99,99,88,15,21,2,2,0,27,6,3,2,9,1,0,23,1,0,1,0.239,0.313,0.307,0.62,0.087,78
¾çÂù¿­,2022,DOOSAN,4300,3000,X,X,1997,25,RF,0.49,41,0.31,0.18,94,93,82,15,20,4,0,3,33,12,0,0,11,0,0,23,2,1,0,0.244,0.333,0.402,0.735,0.125,109.9
¾çÂù¿­,2020,DOOSAN,4300,,X,X,1997,23,LF,0.17,17,0.05,0.12,26,26,22,5,5,0,0,0,5,3,0,0,3,1,0,2,0,0,0,0.227,0.346,0.227,0.573,0.084,68
¾çÇö¼®,2003,SK/SSG,4300,4300,X,X,1977,26,LF,-0.33,55,-0.33,0,89,89,84,6,19,3,0,1,25,9,2,0,3,0,0,18,1,0,2,0.226,0.247,0.298,0.545,-0.089,27.4
¾çÇö¼®,2002,SK/SSG,4300,3800,X,X,1977,25,LF,0.7,88,0.84,-0.14,223,221,191,23,51,4,0,6,73,25,2,1,17,12,1,41,4,1,2,0.267,0.36,0.382,0.742,-0.018,93
¾çÇö¼®,2001,SK/SSG,3800,2500,X,X,1977,24,LF,0.38,113,1.19,-0.81,334,329,289,34,71,16,2,11,124,44,3,4,35,5,2,58,9,3,2,0.246,0.335,0.429,0.764,0.035,100.6
¾öÁ¤´ë,2002,LOTTE,1800,1800,X,X,1975,27,OF,-0.1,51,0.16,-0.26,74,74,64,14,16,3,0,1,22,6,1,0,5,4,0,18,3,0,1,0.25,0.338,0.344,0.682,-0.038,76.9
¾öÁ¤´ë,2001,LOTTE,1800,2000,X,X,1975,26,OF,-0.03,5,-0.03,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.357,-166
¾öÅÂ¿ë,2014,HANWHA,3500,3500,X,X,1994,20,C,-0.06,17,-0.14,0.08,17,17,17,2,3,1,0,0,4,2,0,0,0,0,0,5,0,0,0,0.176,0.176,0.235,0.411,-0.027,-19.1
¾öÅÂ¿ë,2013,HANWHA,3500,,X,X,1994,19,C,0.34,39,-0.22,0.56,66,66,64,2,15,4,0,0,19,5,1,0,2,0,0,19,1,0,0,0.234,0.258,0.297,0.555,-0.083,33.4
¿¬°æÈì,2013,HANWHA,5000,5000,X,X,1983,30,LF,-0.28,4,-0.18,-0.11,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-0.297,-145.9
¿¬°æÈì,2012,HANWHA,5000,4000,X,X,1983,29,LF,-0.22,42,-0.08,-0.15,71,70,62,3,11,2,0,1,16,5,0,0,9,0,1,16,2,0,0,0.177,0.282,0.258,0.54,-0.061,49.7
¿¬°æÈì,2009,HANWHA,5000,4000,X,X,1983,26,LF,1.14,122,0.99,0.16,386,383,336,53,85,19,1,11,139,47,2,1,34,10,0,88,3,3,3,0.253,0.337,0.414,0.751,-0.023,84.5
¿¬°æÈì,2008,HANWHA,4000,4000,X,X,1983,25,LF,0.54,45,0.6,-0.06,121,120,106,13,26,5,2,4,47,9,0,0,11,1,0,21,3,1,2,0.245,0.317,0.443,0.76,-0.004,102.4
¿¬°æÈì,2007,HANWHA,4000,3500,X,X,1983,24,LF,0.05,36,0.3,-0.25,82,82,77,7,20,6,0,1,29,7,0,0,5,0,0,16,4,0,0,0.26,0.305,0.377,0.682,-0.013,92
¿¬°æÈì,2006,HANWHA,3500,,X,X,1983,23,LF,0.01,96,0.51,-0.49,209,205,187,25,38,8,0,9,73,20,0,0,17,2,1,39,7,3,0,0.203,0.277,0.39,0.667,-0.025,80.6
¿¹Áø¿ø,2023,HEROES,3900,3900,X,X,1999,24,LF,-0.51,16,-0.15,-0.36,36,34,34,2,8,1,0,1,12,4,0,0,0,0,0,7,0,2,0,0.235,0.235,0.353,0.588,0.055,47.4
¿¹Áø¿ø,2022,HEROES,3900,4000,X,X,1999,23,LF,0.05,20,-0.06,0.1,14,13,10,0,1,0,0,0,1,0,0,0,3,0,0,3,0,1,0,0.1,0.308,0.1,0.408,0.046,39.3
¿¹Áø¿ø,2021,HEROES,4000,3000,X,X,1999,22,CF,-0.29,52,-0.8,0.51,132,129,114,16,18,6,1,1,29,8,0,1,12,2,0,28,2,3,1,0.158,0.248,0.254,0.502,0.037,30.8
¿¹Áø¿ø,2019,HEROES,4000,2700,X,X,1999,20,CF,0.01,2,0.03,-0.02,8,8,6,1,1,1,0,0,2,1,0,0,2,0,0,3,0,0,0,0.167,0.375,0.333,0.708,0.132,102.4
¿¹Áø¿ø,2018,HEROES,2700,2700,X,X,1999,19,CF,-0.15,5,-0.17,0.02,7,7,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.143,0.143,0.143,0.286,-0.07,-54.6
¿À¸íÁø,2021,DOOSAN,3100,3100,X,X,2001,20,SS,-0.26,2,-0.08,-0.18,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.179,-133
¿À¸íÁø,2020,DOOSAN,3100,2700,X,X,2001,19,SS,-0.1,5,-0.1,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.181,-152.1
¿À¼±¿ì,2023,KIA,3300,3000,X,X,1996,27,1B,-0.23,33,-0.13,-0.1,31,31,28,2,5,0,0,2,11,5,0,0,3,0,0,15,0,0,0,0.179,0.258,0.393,0.651,0.084,73.2
¿À¼±¿ì,2021,KIA,3500,3400,X,X,1996,25,RF,-0.35,9,-0.31,-0.04,16,16,15,1,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0.067,0.125,0.067,0.192,-0.085,-70.7
¿À¼±¿ì,2020,KIA,3400,3000,X,X,1996,24,RF,-0.07,59,0.02,-0.08,73,73,67,11,16,0,0,4,28,14,0,0,3,3,0,26,2,0,0,0.239,0.301,0.418,0.719,0.106,78.8
¿À¼±¿ì,2019,KIA,3000,2700,X,X,1996,23,RF,-0.49,27,-0.35,-0.14,57,57,53,5,8,1,1,1,14,4,0,0,3,1,0,24,0,0,0,0.151,0.211,0.264,0.475,0.027,22.8
¿À¼±Áø,2022,SAMSUNG,7000,7000,X,X,1989,33,3B,0.15,100,0.63,-0.49,306,290,268,30,74,8,0,3,91,24,2,2,18,3,0,51,5,16,1,0.276,0.328,0.34,0.668,0.099,83.6
¿À¼±Áø,2021,SAMSUNG,7000,10000,X,X,1989,32,SS,-0.46,23,-0.17,-0.29,46,46,42,5,9,0,0,0,9,2,0,0,3,1,0,8,2,0,0,0.214,0.283,0.214,0.497,0.041,32.3
¿À¼±Áø,2020,HANWHA,7000,10500,X,X,1989,31,SS,0.05,93,-0.17,0.21,222,216,197,17,46,4,0,2,56,17,0,1,16,3,0,39,10,6,0,0.234,0.301,0.284,0.585,0.07,55.4
¿À¼±Áø,2019,HANWHA,10500,7500,X,X,1989,30,SS,0.44,122,0.95,-0.51,453,443,392,37,88,16,0,3,113,36,7,2,38,10,0,72,8,10,3,0.224,0.307,0.288,0.595,0.079,68.3
¿À¼±Áø,2018,HANWHA,7500,8600,X,X,1989,29,3B,-0.55,56,-0.36,-0.19,148,145,133,14,30,4,0,1,37,9,3,0,7,5,0,33,2,3,0,0.226,0.29,0.278,0.568,0.059,41.7
¿À¼±Áø,2017,HANWHA,8600,7600,X,X,1989,28,3B,0.2,65,0.86,-0.67,209,205,184,23,57,11,0,2,74,21,3,5,15,4,0,22,5,4,2,0.31,0.371,0.402,0.773,0.134,99.8
¿À¼±Áø,2016,HANWHA,7600,8000,X,X,1989,27,3B,0.02,57,-0.31,0.33,53,50,43,6,7,0,0,0,7,3,0,0,5,2,0,8,0,3,0,0.163,0.28,0.163,0.443,0.024,16.8
¿À¼±Áø,2013,HANWHA,7600,,X,X,1989,24,3B,0.04,92,0.56,-0.52,296,292,256,31,59,8,2,2,77,26,5,2,23,10,0,49,12,4,3,0.23,0.315,0.301,0.616,-0.031,77.4
¿À¼±Áø,2012,HANWHA,7600,,X,X,1989,23,3B,1.4,110,1.21,0.2,446,433,399,33,105,18,3,3,138,41,14,9,25,7,0,65,7,13,2,0.263,0.316,0.346,0.662,-0.019,88.2
¿À¼±Áø,2011,HANWHA,7600,,X,X,1989,22,3B,-0.48,68,-0.66,0.18,120,117,107,15,22,3,0,0,25,7,3,3,5,4,0,21,3,3,1,0.206,0.265,0.234,0.499,-0.099,22.2
¿À¼±Áø,2010,HANWHA,7600,,X,X,1989,21,3B,-1.3,108,-1.34,0.03,240,235,221,24,44,5,0,0,49,14,7,2,12,2,0,57,7,5,0,0.199,0.247,0.222,0.469,-0.12,16.2
¿À¼±Áø,2009,HANWHA,7600,,X,X,1989,20,3B,-0.2,79,-0.03,-0.18,191,184,175,20,46,9,1,2,63,14,3,2,8,1,0,43,7,7,0,0.263,0.299,0.36,0.659,-0.05,64.8
¿À¼±Áø,2008,HANWHA,7600,,X,X,1989,19,3B,-0.18,46,-0.36,0.18,31,31,30,3,4,1,0,0,5,1,0,0,1,0,0,7,0,0,0,0.133,0.161,0.167,0.328,-0.165,-35.9
¿À¿µ¼ö,2023,NC,7200,6000,X,X,2000,23,1B,-0.18,70,-0.4,0.22,238,232,208,21,49,9,1,4,72,24,3,3,17,5,1,55,5,5,3,0.236,0.305,0.346,0.651,0.093,78.8
¿À¿µ¼ö,2022,NC,6000,3000,X,X,2000,22,1B,-0.41,83,-0.29,-0.12,259,259,231,25,55,10,0,6,83,31,0,5,22,3,0,58,4,0,3,0.238,0.309,0.359,0.668,0.099,85.2
¿À¿µ¼ö,2019,NC,2900,3000,X,X,2000,19,3B,-0.13,3,-0.13,0,8,8,8,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.125,0.125,0.125,0.25,-0.068,-52.8
¿À¿µ¼ö,2018,NC,3000,2700,X,X,2000,18,3B,-0.24,11,-0.24,0,16,16,15,0,2,0,0,0,2,0,0,1,1,0,0,5,0,0,0,0.133,0.188,0.133,0.321,-0.039,-28.7
¿À¿ìÁø,2003,KIA,2100,2100,X,X,1979,24,DH,-0.03,2,-0.03,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.328,-171.7
¿À¿ìÁø,2002,KIA,2100,2000,X,X,1979,23,DH,-0.18,14,-0.06,-0.12,17,17,16,0,4,0,0,0,4,2,0,0,0,1,0,6,1,0,0,0.25,0.294,0.25,0.544,-0.093,31.3
¿À¿ìÁø,2001,KIA,2000,,O,X,1979,22,DH,-0.07,3,0.05,-0.12,7,7,7,1,2,0,0,1,5,2,0,0,0,0,0,2,1,0,0,0.286,0.286,0.714,1,0.021,122.5
¿ÀÀ±,2014,HEROES,7300,7300,X,X,1981,33,LF,-0.02,6,-0.13,0.1,7,7,6,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0.143,0,0.143,-0.097,-63.5
¿ÀÀ±,2013,HEROES,7300,,X,X,1981,32,LF,0.77,67,0.65,0.12,143,142,117,14,34,5,0,0,39,17,0,0,20,3,0,29,3,1,2,0.291,0.401,0.333,0.734,0.007,109
¿ÀÀ±¼®,2023,KT,14000,12000,X,X,1992,31,1B,0.55,82,0.35,0.21,223,216,199,24,50,13,1,4,77,17,3,1,13,5,1,44,7,6,0,0.251,0.313,0.387,0.7,0.11,90.7
¿ÀÀ±¼®,2022,KT,12000,9000,X,X,1992,30,2B,1.37,112,0.8,0.58,337,332,286,23,67,13,0,6,98,37,2,1,34,6,0,69,9,5,6,0.234,0.322,0.343,0.665,0.103,84.6
¿ÀÀ±¼®,2021,KT,9000,6000,X,X,1992,29,2B,1.33,97,0.83,0.5,198,193,164,23,40,11,0,4,63,16,4,0,27,2,1,47,4,5,0,0.244,0.358,0.384,0.742,0.129,102
¿ÀÀ±¼®,2020,LOTTE,9000,4000,X,X,1992,28,2B,0.91,63,1.18,-0.27,197,196,168,31,50,7,1,4,71,32,2,1,24,2,0,47,2,1,2,0.298,0.388,0.423,0.811,0.156,115
¿ÀÀ±¼®,2019,LOTTE,4000,3000,X,X,1992,27,1B,-0.86,76,-0.71,-0.15,228,224,198,21,44,2,0,1,49,21,0,0,20,2,1,43,4,4,4,0.222,0.295,0.247,0.542,0.058,47.6
¿ÀÀ±¼®,2019,LOTTE,4000,2700,X,X,1992,27,1B,-0.86,76,-0.71,-0.15,228,224,198,21,44,2,0,1,49,21,0,0,20,2,1,43,4,4,4,0.222,0.295,0.247,0.542,0.058,47.6
¿ÀÀ±¼®,2018,LOTTE,3000,3100,X,X,1992,26,2B,-0.23,13,-0.18,-0.05,13,13,12,3,2,0,0,0,2,0,0,0,1,0,0,5,1,0,0,0.167,0.231,0.167,0.398,-0.005,-3.1
¿ÀÀ±¼®,2018,LOTTE,2700,3100,X,X,1992,26,2B,-0.23,13,-0.18,-0.05,13,13,12,3,2,0,0,0,2,0,0,0,1,0,0,5,1,0,0,0.167,0.231,0.167,0.398,-0.005,-3.1
¿ÀÀ±¼®,2015,LOTTE,2700,2700,X,X,1992,23,2B,0.11,29,0.03,0.08,36,35,33,7,9,1,0,1,13,3,0,0,2,0,0,8,2,1,0,0.273,0.314,0.394,0.708,0.101,72.8
¿ÀÀ±¼®,2015,LOTTE,2700,,O,X,1992,23,2B,0.11,29,0.03,0.08,36,35,33,7,9,1,0,1,13,3,0,0,2,0,0,8,2,1,0,0.273,0.314,0.394,0.708,0.101,72.8
¿ÀÀåÇÑ,2023,NC,3000,3000,X,X,2002,21,RF,-0.01,3,-0.02,0.01,8,8,7,2,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0.143,0.25,0.143,0.393,0.014,11.4
¿ÀÀåÇÑ,2021,NC,3000,3000,X,X,2002,19,RF,-0.02,1,-0.03,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.179,-137.5
¿ÀÀåÈÆ,2014,DOOSAN,2900,2700,X,X,1984,30,1B,-0.06,1,-0.08,0.02,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0.2,0.2,0.2,0.4,-0.026,-21.2
¿ÀÀåÈÆ,2012,DOOSAN,2900,,O,X,1984,28,1B,-0.42,10,-0.21,-0.2,19,19,18,0,2,1,0,0,3,0,0,0,1,0,0,6,2,0,0,0.111,0.158,0.167,0.325,-0.156,-38.9
¿ÀÀåÈÆ,2009,LOTTE,2900,,O,X,1984,25,1B,0.07,3,0.07,-0.01,6,6,6,1,3,1,0,0,4,1,0,1,0,0,0,2,0,0,0,0.5,0.5,0.667,1.167,0.189,246.3
¿ÀÀç¿ø,2022,DOOSAN,30000,30000,X,O,1985,37,2B,-0.41,18,-0.34,-0.06,31,31,29,2,5,2,0,0,7,4,1,2,1,0,0,9,1,0,1,0.172,0.194,0.241,0.435,0.005,4.5
¿ÀÀç¿ø,2021,DOOSAN,30000,30000,X,O,1985,36,2B,-0.44,45,-0.56,0.11,79,79,72,6,12,3,0,0,15,5,2,0,6,0,0,18,3,0,1,0.167,0.228,0.208,0.436,0.009,8
¿ÀÀç¿ø,2020,DOOSAN,30000,30000,X,O,1985,35,2B,-0.09,85,0.08,-0.16,174,173,155,25,36,7,1,5,60,27,10,5,16,0,0,49,3,1,2,0.232,0.301,0.387,0.688,0.099,80.4
¿ÀÀç¿ø,2019,DOOSAN,30000,55000,X,O,1985,34,2B,-0.97,98,-0.2,-0.77,204,202,177,30,29,8,1,3,48,18,6,2,25,0,0,50,3,2,0,0.164,0.267,0.271,0.538,0.057,52
¿ÀÀç¿ø,2018,DOOSAN,55000,55000,X,O,1985,33,2B,3.62,132,3.24,0.38,521,518,473,78,148,24,1,15,219,81,15,6,41,2,0,119,13,3,2,0.313,0.369,0.463,0.832,0.153,115.9
¿ÀÀç¿ø,2017,DOOSAN,55000,55000,X,O,1985,32,2B,0.28,127,0.57,-0.29,390,385,334,43,79,16,1,7,118,40,7,7,47,2,1,85,5,4,3,0.237,0.332,0.353,0.685,0.101,81.6
¿ÀÀç¿ø,2016,DOOSAN,55000,55000,X,O,1985,31,2B,1.04,122,0.96,0.07,484,480,416,68,113,18,1,5,148,58,13,10,54,5,1,82,10,3,6,0.272,0.358,0.356,0.714,0.114,86.3
¿ÀÀç¿ø,2015,DOOSAN,55000,40000,X,X,1985,30,2B,2.48,120,2.52,-0.04,474,465,411,60,115,20,2,11,172,59,31,8,47,4,1,94,9,7,4,0.28,0.356,0.418,0.774,0.13,104
¿ÀÀç¿ø,2014,DOOSAN,40000,17000,X,X,1985,29,2B,2.49,110,3.02,-0.53,420,410,359,60,114,21,6,5,162,40,33,7,50,2,2,61,7,9,0,0.318,0.404,0.451,0.855,0.166,125.3
¿ÀÀç¿ø,2013,DOOSAN,17000,12500,X,X,1985,28,2B,2.42,113,2.35,0.06,375,367,308,54,80,14,7,7,129,44,33,11,49,6,2,62,6,7,5,0.26,0.367,0.419,0.786,0.013,113.8
¿ÀÀç¿ø,2012,DOOSAN,12500,14500,X,X,1985,27,2B,1.44,77,1.22,0.22,213,206,188,29,53,7,3,0,66,17,14,2,17,0,1,43,4,6,2,0.282,0.338,0.351,0.689,-0.002,103.9
¿ÀÀç¿ø,2011,DOOSAN,14500,8500,X,X,1985,26,2B,3.75,129,2.64,1.11,529,517,466,73,129,18,4,6,173,46,46,7,39,9,0,62,6,12,3,0.277,0.342,0.371,0.713,-0.01,96
¿ÀÀç¿ø,2010,DOOSAN,8500,5200,X,X,1985,25,2B,1.51,123,0.98,0.53,421,418,384,59,106,17,3,0,129,37,35,10,29,4,1,76,5,2,2,0.276,0.332,0.336,0.668,-0.034,81.6
¿ÀÀç¿ø,2009,DOOSAN,5200,4400,X,X,1985,24,2B,-1.31,106,-0.75,-0.56,239,236,209,36,48,3,0,0,51,12,12,3,20,6,1,44,5,2,2,0.23,0.312,0.244,0.556,-0.088,36
¿ÀÀç¿ø,2008,DOOSAN,4400,2500,X,X,1985,23,2B,-0.27,117,0.15,-0.41,311,308,282,45,70,10,3,0,86,28,28,7,17,7,0,62,3,3,2,0.248,0.305,0.305,0.61,-0.051,62.9
¿ÀÀç¿ø,2007,DOOSAN,2500,,O,X,1985,22,2B,0.18,49,0.06,0.12,64,64,58,10,15,4,0,0,19,5,3,2,4,1,0,17,1,0,1,0.259,0.313,0.328,0.641,-0.029,77.9
¿ÀÀçÀÏ,2023,SAMSUNG,15000,50000,X,O,1986,37,1B,0.3,106,-0.29,0.59,364,364,315,31,64,15,0,11,112,54,1,0,43,3,1,110,1,0,3,0.203,0.302,0.356,0.658,0.098,81.3
¿ÀÀçÀÏ,2022,SAMSUNG,50000,60000,X,O,1986,36,1B,2.45,135,2.51,-0.05,536,529,470,57,126,42,0,21,231,94,2,1,57,2,8,133,7,0,7,0.268,0.345,0.491,0.836,0.153,126.9
¿ÀÀçÀÏ,2021,SAMSUNG,60000,60000,X,O,1986,35,1B,2.72,120,2.35,0.37,484,478,418,64,119,20,0,25,214,97,1,0,58,0,8,106,5,0,8,0.285,0.366,0.512,0.878,0.168,132
¿ÀÀçÀÏ,2020,DOOSAN,60000,47000,X,X,1986,34,1B,2.76,127,3.15,-0.38,534,533,471,62,147,32,0,16,227,89,2,1,61,0,1,92,12,0,2,0.312,0.39,0.482,0.872,0.175,141.8
¿ÀÀçÀÏ,2019,DOOSAN,47000,30000,X,X,1986,33,1B,4.05,130,3.53,0.52,529,529,467,76,137,29,1,21,231,102,2,1,55,3,1,99,5,0,4,0.293,0.369,0.495,0.864,0.163,148.2
¿ÀÀçÀÏ,2018,DOOSAN,30000,30000,X,X,1986,32,1B,3.48,123,3.05,0.43,477,476,401,69,112,19,2,27,216,80,1,1,60,6,2,121,3,0,10,0.279,0.373,0.539,0.912,0.175,131.5
¿ÀÀçÀÏ,2017,DOOSAN,30000,19800,X,X,1986,31,1B,3.98,128,3.8,0.18,466,465,412,62,126,27,0,26,231,89,1,1,45,5,0,80,5,1,3,0.306,0.378,0.561,0.939,0.183,145.1
¿ÀÀçÀÏ,2016,DOOSAN,19800,9500,X,X,1986,30,1B,4.34,105,3.9,0.44,455,452,380,69,120,20,2,27,225,92,1,0,64,2,2,73,5,2,7,0.316,0.411,0.592,1.003,0.203,154.1
¿ÀÀçÀÏ,2015,DOOSAN,9500,7300,X,X,1986,29,1B,1.3,66,1.77,-0.47,213,212,180,33,52,11,1,14,107,36,0,0,28,2,2,49,5,1,2,0.289,0.387,0.594,0.981,0.195,157
¿ÀÀçÀÏ,2014,DOOSAN,7300,7300,X,X,1986,28,1B,0.22,75,0.14,0.08,155,155,132,10,32,7,0,3,48,18,1,1,20,1,0,39,1,0,2,0.242,0.342,0.364,0.706,0.106,80.2
¿ÀÀçÀÏ,2013,DOOSAN,7300,,X,X,1986,27,1B,1.31,55,1.38,-0.07,144,142,117,16,35,12,0,3,56,28,0,1,20,3,2,28,0,1,3,0.299,0.406,0.479,0.885,0.057,149.9
¿ÀÀçÇÊ,2013,HANWHA,3400,3400,X,X,1982,31,LF,-0.32,9,-0.25,-0.08,17,17,16,0,2,0,0,0,2,0,0,0,0,1,0,10,0,0,0,0.125,0.176,0.125,0.301,-0.168,-38.4
¿ÀÀçÇÊ,2012,HANWHA,3400,3000,X,X,1982,30,LF,0.26,46,0.15,0.11,83,80,70,10,15,1,0,1,19,5,6,1,9,1,0,26,0,3,0,0.214,0.313,0.271,0.584,-0.04,69.7
¿ÀÀçÇÊ,2011,HANWHA,3000,2400,X,X,1982,29,LF,0.14,54,0.12,0.02,98,95,86,14,19,3,1,2,30,14,8,1,6,3,0,36,1,3,0,0.221,0.295,0.349,0.644,-0.05,63.8
¿ÀÁ¤º¹,2018,KT,7000,7000,X,X,1986,32,LF,-0.26,5,-0.18,-0.07,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.189,-136.3
¿ÀÁ¤º¹,2017,KT,7000,7000,X,X,1986,31,LF,0.82,81,1.13,-0.3,213,210,195,24,69,13,0,2,88,16,0,1,9,5,0,24,5,3,1,0.354,0.395,0.451,0.846,0.164,120.1
¿ÀÁ¤º¹,2016,KT,7000,8000,X,X,1986,30,LF,0,96,0.54,-0.55,344,337,306,45,93,11,2,5,123,36,1,0,28,0,1,32,5,6,4,0.304,0.358,0.402,0.76,0.125,87
¿ÀÁ¤º¹,2015,KT,8000,5000,X,X,1986,29,LF,0.57,66,0.53,0.04,278,276,239,34,62,11,1,5,90,29,3,3,33,3,0,26,3,2,1,0.259,0.355,0.377,0.732,0.125,90.4
¿ÀÁ¤º¹,2014,NC,8000,,X,X,1986,28,LF,-0.17,47,-0.23,0.06,79,79,69,9,16,4,0,0,20,7,2,0,7,1,0,9,2,0,2,0.232,0.304,0.29,0.594,0.064,46.6
¿ÀÁ¤º¹,2011,SAMSUNG,8000,5300,X,X,1986,25,LF,-0.11,24,-0.16,0.05,28,27,26,4,5,1,0,0,6,3,0,0,1,0,0,6,0,1,0,0.192,0.222,0.231,0.453,-0.113,11.6
¿ÀÁ¤º¹,2010,SAMSUNG,5300,2600,X,X,1986,24,LF,0.87,100,1.09,-0.23,263,254,221,39,60,10,1,7,93,36,1,4,25,4,0,40,4,9,4,0.271,0.35,0.421,0.771,-0.006,103.7
¿ÀÁ¤º¹,2009,SAMSUNG,2600,,O,X,1986,23,LF,-0.08,6,-0.11,0.03,7,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.143,0.143,0.143,0.286,-0.216,-62.4
¿ÀÁ¤È¯,2021,KIA,3100,3000,X,X,1999,22,2B,-0.16,9,0,-0.16,18,18,17,1,4,1,0,0,5,2,0,0,1,0,0,9,0,0,0,0.235,0.278,0.294,0.572,0.058,47.6
¿ÀÁ¤È¯,2019,KIA,3100,,X,X,1999,20,2B,-0.77,30,-0.47,-0.3,29,28,28,8,4,0,0,0,4,1,0,2,0,0,0,12,1,1,0,0.143,0.143,0.143,0.286,-0.054,-45.3
¿ÀÁØÇõ,2022,SK/SSG,3200,3200,X,X,1992,30,RF,0.07,47,-0.2,0.27,67,66,61,3,14,2,0,0,16,6,0,0,5,0,0,15,4,1,0,0.23,0.288,0.262,0.55,0.059,48.9
¿ÀÁØÇõ,2021,SK/SSG,3200,3000,X,X,1992,29,LF,-0.06,26,0.01,-0.07,50,50,46,7,10,2,0,2,18,5,0,0,4,0,0,15,2,0,0,0.217,0.28,0.391,0.671,0.091,72.1
¿ÀÁØÇõ,2020,SK/SSG,3000,3000,X,X,1992,28,LF,-0.15,70,-0.04,-0.11,161,160,148,19,40,7,0,3,56,18,0,3,11,1,1,34,1,0,1,0.27,0.323,0.378,0.701,0.108,80.7
¿ÀÁØÇõ,2019,SK/SSG,3000,4200,X,X,1992,27,LF,-0.01,2,-0.01,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.164,-131.9
¿ÀÁØÇõ,2018,KT,3000,,O,X,1992,26,LF,-0.5,30,-0.6,0.1,50,49,44,6,6,0,0,0,6,2,1,1,3,1,0,11,1,1,1,0.136,0.204,0.136,0.34,-0.029,-20.3
