Name,Year,Team,Salary,Prev_Salary,is_rookie,FA,Birth,Age,Position,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+
±èÀçÇö,2018,SK/SSG,5600,4500,X,X,1987,31,CF,0.61,53,0.44,0.17,77,77,65,19,18,1,1,1,24,5,7,1,9,3,0,17,0,0,0,0.277,0.39,0.369,0.759,0.142,100.2
±èÀçÇö,2018,HEROES,5000,4500,X,X,1993,25,C,-0.44,116,-0.3,-0.14,234,225,202,22,46,7,0,3,62,18,0,0,12,8,0,58,2,9,3,0.228,0.293,0.307,0.6,0.067,48.4
±èÀçÇö,2018,SAMSUNG,4500,4500,X,X,1991,27,SS,-0.05,5,-0.02,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.189,-116.9
±èÀçÇö,2017,SK/SSG,5100,7000,X,X,1987,30,CF,-0.12,14,-0.18,0.06,4,4,4,3,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,-0.187,-145.8
±èÀçÇö,2017,SK/SSG,5100,5300,X,X,1987,30,CF,-0.12,14,-0.18,0.06,4,4,4,3,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,-0.187,-145.8
±èÀçÇö,2017,HEROES,5000,5300,X,X,1993,24,C,-0.51,70,-0.56,0.05,88,88,84,6,14,2,0,2,22,6,0,0,3,1,0,27,4,0,0,0.167,0.205,0.262,0.467,0.005,4.1
±èÀçÇö,2016,SK/SSG,7000,4500,X,X,1987,29,CF,1.38,100,0.97,0.42,193,185,168,27,54,5,5,1,72,18,13,7,11,5,0,41,1,8,1,0.321,0.378,0.429,0.807,0.15,105.3
±èÀçÇö,2016,SK/SSG,7000,4400,X,X,1987,29,CF,1.38,100,0.97,0.42,193,185,168,27,54,5,5,1,72,18,13,7,11,5,0,41,1,8,1,0.321,0.378,0.429,0.807,0.15,105.3
±èÀçÇö,2016,SK/SSG,7000,4000,X,X,1987,29,CF,1.38,100,0.97,0.42,193,185,168,27,54,5,5,1,72,18,13,7,11,5,0,41,1,8,1,0.321,0.378,0.429,0.807,0.15,105.3
±èÀçÇö,2016,SAMSUNG,5300,7000,X,X,1991,25,SS,-0.92,122,-0.89,-0.03,215,204,188,25,41,7,0,0,48,14,1,1,8,7,0,42,10,11,1,0.218,0.275,0.255,0.53,0.04,27.6
±èÀçÇö,2016,HEROES,5300,4400,X,X,1993,23,C,-0.44,56,-0.39,-0.05,82,80,72,8,13,2,0,0,15,8,0,0,7,1,0,14,1,2,0,0.181,0.263,0.208,0.471,0.022,15.7
±èÀçÇö,2015,SAMSUNG,4500,4500,X,X,1991,24,SS,-0.43,73,-0.28,-0.15,48,46,41,7,7,0,0,0,7,5,0,0,5,0,0,11,1,2,0,0.171,0.261,0.171,0.432,0.015,11.7
±èÀçÇö,2015,HEROES,4400,2700,X,X,1993,22,C,0.03,59,-0.05,0.08,71,69,65,7,17,3,0,1,23,6,0,0,2,1,0,15,1,2,1,0.262,0.29,0.354,0.644,0.073,52.8
±èÀçÇö,2015,SK/SSG,4000,4500,X,X,1987,28,CF,-0.32,46,-0.15,-0.17,20,20,19,13,2,0,1,0,4,0,7,1,0,1,0,6,0,0,0,0.105,0.15,0.211,0.361,-0.046,-34.6
±èÀçÇö,2015,SK/SSG,4000,4000,X,X,1987,28,CF,-0.32,46,-0.15,-0.17,20,20,19,13,2,0,1,0,4,0,7,1,0,1,0,6,0,0,0,0.105,0.15,0.211,0.361,-0.046,-34.6
±èÀçÇö,2015,SK/SSG,4000,2700,X,X,1987,28,CF,-0.32,46,-0.15,-0.17,20,20,19,13,2,0,1,0,4,0,7,1,0,1,0,6,0,0,0,0.105,0.15,0.211,0.361,-0.046,-34.6
±èÀçÇö,2014,SAMSUNG,4500,2400,X,X,1991,23,SS,-0.18,8,-0.12,-0.06,8,8,7,0,1,0,0,0,1,1,0,0,0,1,0,4,1,0,0,0.143,0.25,0.143,0.393,0.013,9.4
±èÀçÇö,2014,SK/SSG,4000,4000,X,X,1987,27,CF,0.02,60,-0.08,0.11,28,28,25,12,5,1,0,0,6,6,8,1,0,2,0,10,0,0,1,0.2,0.25,0.24,0.49,0.026,18.4
±èÀçÇö,2014,SK/SSG,4000,2400,X,X,1987,27,CF,0.02,60,-0.08,0.11,28,28,25,12,5,1,0,0,6,6,8,1,0,2,0,10,0,0,1,0.2,0.25,0.24,0.49,0.026,18.4
±èÀçÇö,2013,SK/SSG,4000,3200,X,X,1987,26,CF,0.06,33,0.46,-0.41,42,41,36,12,10,2,1,0,14,6,11,2,4,0,0,8,1,1,1,0.278,0.341,0.389,0.73,0.022,121
±èÀçÇö,2012,SK/SSG,3200,2400,X,X,1987,25,OF,-0.58,84,-0.51,-0.06,93,89,89,22,19,4,0,0,23,5,12,5,0,0,0,18,2,4,0,0.213,0.213,0.258,0.471,-0.098,18.5
±èÀçÇö,2010,SK/SSG,3200,,X,X,1975,35,DH,2.39,111,2.99,-0.6,328,322,267,41,77,17,0,10,124,48,7,5,52,2,2,42,10,4,3,0.288,0.404,0.464,0.868,0.044,142.3
±èÀçÇö,2008,SK/SSG,3200,,X,X,1987,21,OF,-0.05,2,-0.05,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.332,-86.9
±èÀçÇö7,2009,SK/SSG,50000,50000,X,O,1975,34,DH,3.59,112,3.67,-0.07,359,355,289,45,87,18,0,10,135,51,8,1,63,5,3,45,5,0,1,0.301,0.433,0.467,0.9,0.058,145.4
±èÀçÇö7,2008,SK/SSG,50000,30000,X,O,1975,33,DH,3.32,108,4.61,-1.28,364,362,297,46,92,17,3,10,145,60,4,3,59,4,2,40,12,0,4,0.31,0.426,0.488,0.914,0.073,168.9
±èÀçÇö7,2007,SK/SSG,30000,25000,X,O,1975,32,DH,-0.17,84,0.63,-0.81,250,245,204,26,40,11,0,5,66,19,4,4,43,1,4,40,10,1,1,0.196,0.337,0.324,0.661,-0.018,87.9
±èÀçÇö7,2006,SK/SSG,25000,23000,X,O,1975,31,DH,4.29,109,4.99,-0.7,441,437,356,42,102,16,1,8,144,51,5,2,76,6,3,56,10,1,2,0.287,0.418,0.404,0.822,0.057,158
±èÀçÇö7,2005,SK/SSG,23000,23000,X,O,1975,30,DH,5.67,120,6.11,-0.44,499,489,400,63,126,17,0,19,200,77,2,2,80,16,10,59,9,0,3,0.315,0.445,0.5,0.945,0.07,165.2
±èÀçÇö7,2004,LG,23000,18000,X,X,1975,29,RF,3.93,120,4.62,-0.7,458,453,373,56,112,18,3,14,178,62,1,1,66,12,5,58,10,0,7,0.3,0.415,0.477,0.892,0.048,144.9
±èÀçÇö7,2003,LG,18000,18000,X,X,1975,28,RF,1.21,50,1.53,-0.32,166,165,143,13,44,8,0,6,70,21,0,0,17,4,1,25,5,0,2,0.308,0.392,0.49,0.882,0.043,137.6
±èÀçÇö7,2002,LG,18000,18000,X,X,1975,27,DH,4.92,98,5.3,-0.37,370,365,296,50,99,14,0,16,161,61,11,3,54,18,5,51,6,0,2,0.334,0.462,0.544,1.006,0.086,178.8
±èÀçÇö7,2001,LG,18000,18000,X,X,1975,26,LF,4.89,126,5.66,-0.76,534,525,428,81,139,29,1,8,194,61,10,8,88,6,1,83,9,8,4,0.325,0.443,0.453,0.896,0.066,156.4
±èÀçÈ£,2023,DOOSAN,30000,50000,X,O,1985,38,SS,2.87,91,2.56,0.32,302,287,247,32,70,13,0,3,92,29,4,0,30,8,2,24,11,15,2,0.283,0.376,0.372,0.748,0.137,123
±èÀçÈ£,2022,DOOSAN,50000,50000,X,O,1985,37,SS,0.35,102,0.15,0.2,264,257,223,26,48,7,0,1,58,21,0,2,28,2,0,33,5,7,4,0.215,0.304,0.26,0.564,0.069,63.4
±èÀçÈ£,2021,DOOSAN,50000,60000,X,O,1985,36,SS,0.28,89,0.17,0.1,251,245,211,23,44,8,0,1,55,24,1,1,29,2,0,34,7,6,3,0.209,0.306,0.261,0.567,0.069,60.2
±èÀçÈ£,2020,DOOSAN,60000,65000,X,O,1985,35,SS,1.92,120,2.07,-0.15,458,455,402,48,116,15,1,2,139,39,6,2,45,4,1,45,17,2,5,0.289,0.362,0.346,0.708,0.122,99.7
±èÀçÈ£,2019,DOOSAN,65000,65000,X,O,1985,34,SS,3.81,130,3.39,0.41,470,460,377,51,101,22,0,4,135,48,3,3,67,7,3,58,10,8,11,0.268,0.379,0.358,0.737,0.131,118.9
±èÀçÈ£,2018,DOOSAN,65000,65000,X,O,1985,33,SS,4.06,131,3.94,0.13,467,464,402,78,125,20,0,16,193,75,6,2,52,4,1,77,12,3,6,0.311,0.39,0.48,0.87,0.169,127.4
±èÀçÈ£,2017,DOOSAN,65000,65000,X,O,1985,32,SS,2.88,91,2.45,0.43,331,328,283,34,83,18,1,7,124,50,7,1,36,3,1,52,6,2,7,0.293,0.371,0.438,0.809,0.145,115.9
±èÀçÈ£,2016,DOOSAN,65000,41000,X,X,1985,31,SS,4.3,137,3.53,0.77,496,491,416,69,129,27,3,7,183,78,8,4,57,5,1,52,8,5,13,0.31,0.389,0.44,0.829,0.153,115.5
±èÀçÈ£,2015,DOOSAN,41000,16700,X,X,1985,30,SS,3.42,133,3.12,0.3,488,474,410,63,126,24,3,3,165,50,7,2,54,3,0,42,18,14,7,0.307,0.386,0.402,0.788,0.141,113.3
±èÀçÈ£,2014,DOOSAN,16700,11700,X,X,1985,29,SS,0.64,122,0.44,0.2,421,408,341,50,86,14,1,3,111,54,2,8,54,2,0,59,14,13,11,0.252,0.348,0.326,0.674,0.098,73.9
±èÀçÈ£,2013,DOOSAN,11700,7000,X,X,1985,28,SS,3.47,91,1.93,1.54,286,276,248,42,78,10,3,1,97,32,9,6,26,0,0,24,7,10,2,0.315,0.377,0.391,0.768,0.021,119.5
±èÀçÈ£,2012,DOOSAN,7000,5700,X,X,1985,27,SS,0.1,84,-0.35,0.45,200,195,177,23,38,2,2,0,44,11,3,3,16,2,0,31,5,5,0,0.215,0.287,0.249,0.536,-0.063,48.8
±èÀçÈ£,2011,DOOSAN,5700,5200,X,X,1985,26,SS,-0.56,57,-0.69,0.13,122,120,109,6,20,5,1,0,27,9,1,1,7,2,0,15,4,2,2,0.183,0.242,0.248,0.49,-0.107,14.8
±èÀçÈ£,2010,DOOSAN,5200,5400,X,X,1985,25,SS,0.22,83,0.2,0.02,102,100,85,11,19,3,1,0,24,8,5,1,14,1,0,15,3,2,0,0.224,0.34,0.282,0.622,-0.041,76.6
±èÀçÈ£,2009,DOOSAN,5400,4400,X,X,1985,24,SS,0.28,80,0.2,0.08,205,205,180,27,43,9,4,3,69,36,4,1,20,1,0,27,5,0,4,0.239,0.312,0.383,0.695,-0.041,70.8
±èÀçÈ£,2008,DOOSAN,4400,2600,X,X,1985,23,SS,0.81,112,0.71,0.1,292,289,261,48,65,8,5,1,86,21,12,3,25,2,0,33,7,3,1,0.249,0.318,0.33,0.648,-0.03,80.4
±èÀçÈ£,2005,DOOSAN,4400,2300,X,X,1985,20,SS,0.11,47,0.11,0.01,31,30,27,6,6,1,1,1,12,4,1,0,2,1,0,5,1,1,0,0.222,0.3,0.444,0.744,-0.027,85.5
±èÀçÈ£,2004,DOOSAN,2300,,O,X,1985,19,SS,-0.22,36,-0.26,0.04,9,9,9,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-0.339,-175.6
±èÀçÈ¯,2023,DOOSAN,150000,150000,X,O,1988,35,DH,0.44,132,0.8,-0.36,484,481,405,40,89,15,0,10,134,46,3,1,72,5,4,100,8,0,2,0.22,0.343,0.331,0.674,0.111,98.8
±èÀçÈ¯,2022,DOOSAN,150000,150000,X,O,1988,34,LF,2.42,128,2.97,-0.55,517,514,448,64,111,24,1,23,206,72,2,1,61,4,4,133,5,0,4,0.248,0.34,0.46,0.8,0.144,129.8
±èÀçÈ¯,2021,DOOSAN,150000,76000,X,X,1988,33,LF,4.18,137,4.83,-0.65,566,564,475,86,130,23,2,27,238,102,2,3,81,5,3,127,9,0,5,0.274,0.382,0.501,0.883,0.175,151.7
±èÀçÈ¯,2020,DOOSAN,76000,65000,X,X,1988,32,LF,3.85,140,4.43,-0.57,614,613,516,82,137,26,1,30,255,113,6,0,91,1,3,154,14,0,6,0.266,0.373,0.494,0.867,0.168,136.9
±èÀçÈ¯,2019,DOOSAN,65000,73000,X,X,1988,31,LF,3.04,136,3.34,-0.29,574,570,495,76,140,20,5,15,215,91,3,1,63,5,5,113,7,0,11,0.283,0.362,0.434,0.796,0.143,129.3
±èÀçÈ¯,2018,DOOSAN,73000,47000,X,X,1988,30,LF,6.5,139,7.09,-0.59,602,600,527,104,176,36,1,44,346,133,2,0,59,9,4,134,6,0,7,0.334,0.405,0.657,1.062,0.225,169.6
±èÀçÈ¯,2017,DOOSAN,47000,20000,X,X,1988,29,LF,6.98,144,7.33,-0.35,636,628,544,110,185,34,2,35,328,115,4,1,81,7,10,123,8,0,4,0.34,0.429,0.603,1.032,0.214,169.9
±èÀçÈ¯,2016,DOOSAN,20000,5000,X,X,1988,28,LF,5.71,134,6.1,-0.39,568,565,492,107,160,32,3,37,309,124,8,2,71,0,3,107,9,0,5,0.325,0.407,0.628,1.035,0.214,162.3
±èÀçÈ¯,2015,DOOSAN,5000,4000,X,X,1988,27,1B,0.5,48,0.57,-0.07,180,179,153,24,36,8,0,7,65,22,4,1,22,2,1,39,6,1,2,0.235,0.335,0.425,0.76,0.124,100.7
±èÀçÈ¯,2014,DOOSAN,4000,2700,X,X,1988,26,1B,0.43,52,0.67,-0.24,96,96,85,12,26,6,0,3,41,13,1,0,11,0,1,12,3,0,0,0.306,0.385,0.482,0.867,0.16,119.1
±èÀçÈ¯,2012,DOOSAN,4000,,X,X,1988,24,1B,-0.07,13,-0.27,0.21,43,43,39,7,5,1,0,1,9,1,0,0,4,0,0,9,0,0,0,0.128,0.209,0.231,0.44,-0.11,4
±èÀçÈ¯,2011,DOOSAN,4000,,X,X,1988,23,1B,-0.43,30,-0.3,-0.14,56,56,54,4,10,3,0,2,19,8,1,1,1,1,0,14,2,0,0,0.185,0.214,0.352,0.566,-0.097,22
±èÀçÈ¯,2008,DOOSAN,4000,,X,X,1988,20,1B,-0.35,14,-0.37,0.01,21,21,21,0,3,0,0,0,3,0,0,1,0,0,0,6,0,0,0,0.143,0.143,0.143,0.286,-0.193,-60.2
±èÁ¤¹Î,2023,SK/SSG,3000,3000,X,X,2004,19,RF,-0.03,8,0.03,-0.06,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1,0.222,180
±èÁ¤¹Î,2009,LG,3000,8500,X,X,1970,39,C,0.75,26,0.57,0.18,74,64,50,8,16,2,0,0,18,4,0,1,12,1,0,7,1,10,1,0.32,0.453,0.36,0.813,0.047,132.7
±èÁ¤¹Î,2008,LG,8500,8000,X,X,1970,38,C,1.62,71,1.03,0.58,178,173,155,11,47,6,0,1,56,17,1,1,14,3,0,21,2,5,1,0.303,0.37,0.361,0.731,0.006,111
±èÁ¤¹Î,2006,LG,8500,8100,X,X,1970,36,C,-0.45,26,-0.46,0.01,22,22,21,3,1,0,0,0,1,0,0,0,0,1,0,4,1,0,0,0.048,0.091,0.048,0.139,-0.237,-122.7
±èÁ¤¹Î,2005,LG,8100,6500,X,X,1970,35,C,0.6,79,0.55,0.05,211,201,186,19,51,9,0,5,75,29,0,2,7,6,0,20,8,10,2,0.274,0.318,0.403,0.721,-0.024,87.8
±èÁ¤¹Î,2004,LG,6500,6300,X,X,1970,34,C,0.08,61,-0.22,0.29,105,102,97,10,26,3,0,1,32,15,0,1,1,1,0,23,1,3,3,0.268,0.275,0.33,0.605,-0.07,49
±èÁ¤¹Î,2003,LG,6300,6300,X,X,1970,33,C,0.1,9,0.06,0.04,9,9,9,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.444,0.777,0.019,117.7
±èÁ¤¹Î,2002,LG,6300,6600,X,X,1970,32,C,-0.02,32,-0.08,0.06,39,39,37,3,8,3,0,0,11,4,0,0,2,0,0,13,1,0,0,0.216,0.256,0.297,0.553,-0.076,45.3
±èÁ¤¹Î,2001,LG,6600,6800,X,X,1970,31,C,0.14,61,-0.05,0.19,122,116,108,8,28,4,1,0,34,12,0,0,7,1,0,27,2,6,0,0.259,0.31,0.315,0.625,-0.06,62.9
±èÁ¤Çõ,2017,SAMSUNG,4300,4300,X,X,1985,32,3B,-0.03,31,0.15,-0.18,91,91,84,15,23,5,0,0,28,13,3,1,4,2,0,18,1,0,1,0.274,0.319,0.333,0.652,0.092,69.4
±èÁ¤Çõ,2016,SAMSUNG,4300,3300,X,X,1985,31,3B,-0.59,46,-0.42,-0.17,118,117,106,13,25,1,1,2,34,11,1,1,9,1,0,25,3,1,1,0.236,0.299,0.321,0.62,0.072,49.8
±èÁ¤Çõ,2015,SAMSUNG,3300,3000,X,X,1985,30,3B,-0.05,17,-0.23,0.18,20,19,18,3,3,0,0,0,3,1,0,0,1,0,0,3,0,1,0,0.167,0.211,0.167,0.378,-0.02,-14.9
±èÁ¤Çõ,2014,SAMSUNG,3000,2600,X,X,1985,29,3B,-0.26,2,-0.13,-0.13,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.196,-139.1
±èÁ¤Çõ,2011,SAMSUNG,3000,,O,X,1985,26,3B,-0.05,3,-0.05,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.319,-167.1
±èÁ¤ÈÆ,2013,SK/SSG,2400,2400,X,X,1987,26,C,0.03,4,0.09,-0.06,3,3,3,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,1.334,0.242,305.8
±èÁ¤ÈÆ,2011,SK/SSG,2400,,O,X,1987,24,C,0.05,3,0.04,0.01,3,2,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.5,0.5,0.5,1,0.133,178.7
±èÁ¾±¹,2009,KIA,12000,12000,X,X,1973,36,2B,0.4,51,-0.05,0.46,123,120,108,12,27,4,0,1,34,9,2,0,10,0,0,12,1,3,2,0.25,0.308,0.315,0.623,-0.06,56.9
±èÁ¾±¹,2008,KIA,12000,15000,X,O,1973,35,2B,1.76,113,0.7,1.07,346,336,300,33,70,16,3,1,95,26,13,3,33,2,0,57,5,10,1,0.233,0.313,0.317,0.63,-0.035,76.6
±èÁ¾±¹,2007,KIA,15000,15000,X,O,1973,34,SS,1.84,93,1.47,0.37,342,336,288,47,69,13,0,6,100,28,13,3,40,6,0,39,13,6,2,0.24,0.342,0.347,0.689,-0.009,95.9
±èÁ¾±¹,2006,KIA,15000,11000,X,X,1973,33,2B,1.26,111,0.3,0.96,369,353,323,35,73,17,1,1,95,26,16,5,25,3,0,59,6,16,2,0.226,0.286,0.294,0.58,-0.041,66.2
±èÁ¾±¹,2005,KIA,11000,11000,X,X,1973,32,2B,1.37,117,0.5,0.87,429,419,374,39,88,15,3,4,121,40,11,5,37,3,0,68,7,10,5,0.235,0.305,0.324,0.629,-0.042,73
±èÁ¾±¹,2004,KIA,11000,13000,X,X,1973,31,2B,3.8,133,2.26,1.54,562,544,491,66,130,20,1,10,182,46,39,8,46,5,0,81,10,18,2,0.265,0.333,0.371,0.704,-0.017,91.5
±èÁ¾±¹,2003,KIA,13000,11000,X,X,1973,30,2B,2.79,125,1.35,1.44,539,524,464,67,116,23,1,6,159,46,31,11,53,4,0,67,3,14,3,0.25,0.33,0.343,0.673,-0.023,83.6
±èÁ¾±¹,2002,KIA,11000,6900,X,X,1973,29,2B,5.22,133,4.45,0.77,595,592,527,95,151,26,3,8,207,53,50,9,61,3,0,116,5,3,1,0.287,0.363,0.393,0.756,0.012,118.3
±èÁ¾±¹,2001,KIA,6900,3900,X,X,1973,28,2B,1.54,101,1.31,0.23,416,409,361,63,103,15,3,4,136,25,21,12,40,5,0,56,5,7,3,0.285,0.362,0.377,0.739,-0.026,99.2
±èÁ¾´ö,2018,HEROES,2700,2400,X,X,1993,25,C,0.04,3,0.03,0.01,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.227,168.2
±èÁ¾¹Î,2019,HANWHA,4800,5300,X,X,1986,33,C,-0.07,10,-0.08,0.01,21,20,20,2,4,0,0,1,7,1,0,0,0,0,0,7,1,1,0,0.2,0.2,0.35,0.55,0.039,34.3
±èÁ¾¹Î,2018,NC,4800,5300,X,X,1986,32,C,-0.06,6,-0.09,0.04,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.189,-147.4
±èÁ¾¹Î,2017,NC,5300,5500,X,X,1986,31,C,-0.38,22,-0.19,-0.19,24,24,22,2,3,0,0,0,3,1,0,0,2,0,0,2,1,0,0,0.136,0.208,0.136,0.344,-0.027,-20.7
±èÁ¾¹Î,2016,KT,5300,3800,X,X,1986,30,C,-0.26,78,-0.11,-0.14,217,207,180,17,44,3,0,0,47,20,0,0,21,3,0,32,3,10,3,0.244,0.329,0.261,0.59,0.073,50.7
±èÁ¾¹Î,2015,KT,3800,3000,X,X,1986,29,C,-0.4,26,-0.12,-0.28,35,35,32,2,7,0,0,0,7,1,0,1,2,1,0,3,0,0,0,0.219,0.286,0.219,0.505,0.038,26.2
±èÁ¾¼®,2004,HANWHA,6700,6700,X,X,1971,33,1B,0.08,21,0.09,-0.01,37,37,31,2,6,3,0,0,9,2,0,0,6,0,0,11,0,0,0,0.194,0.324,0.29,0.614,-0.029,81.4
±èÁ¾¼®,2003,HANWHA,6700,7000,X,X,1971,32,1B,-0.08,78,0.55,-0.63,182,179,152,11,36,6,0,3,51,17,0,3,28,1,2,36,6,1,0,0.237,0.359,0.336,0.695,-0.01,94.1
±èÁ¾¼®,2002,HANWHA,7000,9000,X,X,1971,31,1B,-1.11,77,-0.59,-0.52,209,208,186,21,35,9,0,2,50,14,4,4,22,0,1,41,6,0,1,0.188,0.273,0.269,0.542,-0.077,44.7
±èÁ¾¼®,2001,HANWHA,9000,5000,X,X,1971,30,1B,2.81,116,3.97,-1.16,445,444,390,66,123,22,2,16,197,65,4,1,49,1,1,78,9,0,5,0.315,0.389,0.505,0.894,0.042,138.4
±èÁ¾È£,2017,NC,15000,15000,X,X,1984,33,LF,-0.04,3,-0.04,0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,-0.187,-133.5
±èÁ¾È£,2016,NC,15000,17500,X,X,1984,32,LF,-0.03,93,-0.06,0.02,137,136,122,26,36,2,0,0,38,7,13,6,14,0,0,30,3,1,0,0.295,0.368,0.311,0.679,0.106,78
±èÁ¾È£,2015,NC,17500,11500,X,X,1984,31,LF,1.79,133,1.4,0.4,486,475,424,90,125,16,7,4,167,36,41,10,44,4,0,65,11,10,3,0.295,0.364,0.394,0.758,0.123,96.3
±èÁ¾È£,2014,NC,11500,9000,X,X,1984,30,LF,0.08,113,-0.19,0.28,347,342,317,58,83,11,4,2,108,25,22,7,19,6,0,55,4,5,0,0.262,0.316,0.341,0.657,0.091,68.2
±èÁ¾È£,2013,NC,9000,3000,X,X,1984,29,LF,3.11,128,2.49,0.61,546,539,465,72,129,12,7,0,155,22,50,14,57,17,1,100,11,6,1,0.277,0.376,0.333,0.709,-0.007,97.4
±èÁ¾È£,2012,SAMSUNG,9000,2800,X,X,1984,28,LF,0.03,22,0.03,0,14,14,12,3,3,0,0,0,3,0,1,0,1,1,0,3,0,0,0,0.25,0.357,0.25,0.607,-0.042,66.4
±èÁ¾È£,2011,SAMSUNG,2800,2800,X,X,1984,27,LF,-0.02,2,-0.03,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.321,-168.8
±èÁ¾ÈÆ,2007,SAMSUNG,13000,13000,X,X,1972,35,CF,-0.68,63,-0.58,-0.1,73,71,68,2,14,0,0,0,14,5,0,1,1,1,0,9,3,2,1,0.206,0.225,0.206,0.431,-0.119,-1.1
±èÁ¾ÈÆ,2006,SAMSUNG,13000,11000,X,O,1972,34,RF,-0.45,96,-0.53,0.08,185,177,163,18,33,7,0,0,40,6,0,2,11,3,0,36,2,8,0,0.202,0.266,0.245,0.511,-0.07,39.7
±èÁ¾ÈÆ,2005,SAMSUNG,11000,11000,X,O,1972,33,LF,0.42,70,0.69,-0.27,167,164,146,19,42,4,1,2,54,18,3,1,11,4,0,30,4,3,3,0.288,0.348,0.37,0.718,-0.014,96
±èÁ¾ÈÆ,2004,SAMSUNG,11000,11000,X,O,1972,32,LF,1.47,127,1.51,-0.04,392,382,341,40,90,14,2,5,123,36,5,2,36,4,0,69,7,10,1,0.264,0.34,0.361,0.701,-0.015,93.6
±èÁ¾ÈÆ,2003,SAMSUNG,11000,10500,X,X,1972,31,LF,-0.13,88,-0.16,0.03,90,88,84,12,19,4,1,1,28,13,0,0,3,1,0,14,1,2,0,0.226,0.261,0.333,0.594,-0.068,46.4
±èÁ¾ÈÆ,2002,SAMSUNG,10500,8500,X,X,1972,30,LF,0.95,105,1.54,-0.59,229,222,193,29,54,10,1,3,75,22,3,1,26,3,1,43,7,6,1,0.28,0.372,0.389,0.761,0.011,116.9
±èÁ¾ÈÆ,2001,SAMSUNG,8500,6000,X,X,1972,29,LF,1.06,93,1.07,-0.01,283,273,245,43,71,7,1,5,95,21,2,3,26,3,1,46,3,9,0,0.29,0.365,0.388,0.753,-0.007,101.1
±èÁÖ¼º,2023,LG,3500,3400,X,X,1998,25,SS,-0.06,11,0.06,-0.12,7,7,5,1,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0.2,0.429,0.2,0.629,0.141,123.9
±èÁÖ¼º,2021,LG,3300,3100,X,X,1998,23,2B,-0.15,3,0.12,-0.27,7,7,6,1,1,0,0,1,4,1,0,0,1,0,0,3,0,0,0,0.167,0.286,0.667,0.953,0.175,159.5
±èÁÖ¼º,2017,LG,2900,2700,X,X,1998,19,2B,-0.03,2,0.05,-0.08,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0.643,547.4
±èÁÖ¿ø,2023,NC,16000,9000,X,X,2002,21,SS,2.23,127,2.3,-0.07,474,466,403,56,94,9,2,10,137,54,15,3,44,15,1,106,6,8,4,0.233,0.328,0.34,0.668,0.106,89.8
±èÁÖ¿ø,2022,NC,9000,6000,X,X,2002,20,SS,3.2,96,2.1,1.1,326,316,273,35,61,9,3,10,106,47,10,3,30,14,1,89,4,9,0,0.223,0.331,0.388,0.719,0.126,107.3
±èÁÖ¿ø,2021,NC,6000,3000,X,X,2002,19,2B,0.9,69,0.7,0.2,189,187,166,20,40,7,1,5,64,16,6,2,17,2,0,57,5,2,2,0.241,0.316,0.386,0.702,0.107,84.7
±èÁÖÂù,2020,KIA,40000,40000,X,X,1981,39,1B,-0.1,7,-0.04,-0.05,18,18,18,3,6,0,0,1,9,2,0,1,0,0,0,2,2,0,0,0.333,0.333,0.5,0.833,0.144,110
±èÁÖÂù,2019,KIA,40000,40000,X,O,1981,38,1B,0.15,100,0.57,-0.42,363,360,337,35,101,16,0,3,126,32,3,1,17,5,3,44,6,1,3,0.3,0.34,0.374,0.714,0.111,93.9
±èÁÖÂù,2018,KIA,40000,40000,X,O,1981,37,1B,1.85,121,2.11,-0.26,471,466,429,71,146,23,0,18,223,93,8,1,23,7,5,57,15,2,10,0.34,0.375,0.52,0.895,0.167,119.7
