,Name,FA,Team,Year,Birth,Age,Position,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,Salary,Prev_Salary,is_rookie
1654,심광호,X,HANWHA,2005,1977.0,28.0,C,0.68,63.0,0.41,0.26,108.0,107.0,102.0,15.0,27.0,3.0,0.0,7.0,51.0,22.0,1.0,0.0,1.0,3.0,0.0,27.0,2.0,1.0,1.0,0.265,0.29,0.5,0.79,-0.018,92.4,,,
1655,심수창,,LG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,2600.0,X
1656,심재학,O,KIA,2005,1972.0,33.0,RF,1.82,94.0,2.07,-0.24,309.0,303.0,252.0,34.0,64.0,9.0,0.0,12.0,109.0,39.0,3.0,1.0,43.0,7.0,3.0,50.0,6.0,3.0,4.0,0.254,0.373,0.433,0.806,0.012,117.5,25000.0,25000.0,X
1657,심정수,O,SAMSUNG,2005,1975.0,30.0,LF,4.73,124.0,5.69,-0.95,528.0,524.0,433.0,77.0,119.0,14.0,0.0,28.0,217.0,87.0,3.0,2.0,89.0,4.0,4.0,116.0,12.0,0.0,2.0,0.275,0.402,0.501,0.903,0.054,152.7,75000.0,75000.0,X
1658,안경현,O,DOOSAN,2005,1970.0,35.0,2B,2.82,105.0,2.77,0.04,415.0,410.0,355.0,54.0,104.0,19.0,0.0,4.0,135.0,62.0,1.0,2.0,44.0,9.0,1.0,39.0,10.0,4.0,3.0,0.293,0.382,0.38,0.762,0.014,119.1,20000.0,20000.0,X
1659,안상준,X,LG,2005,1973.0,32.0,3B,-0.47,26.0,-0.14,-0.33,78.0,74.0,68.0,8.0,14.0,4.0,0.0,0.0,18.0,4.0,2.0,0.0,5.0,1.0,0.0,11.0,5.0,4.0,0.0,0.206,0.27,0.265,0.535,-0.081,42.6,4200.0,4500.0,X
1660,안영명,,HANWHA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,2700.0,X
1661,안재만,X,LG,2005,1974.0,31.0,3B,0.0,65.0,-0.13,0.13,199.0,190.0,174.0,16.0,41.0,10.0,0.0,2.0,57.0,18.0,15.0,6.0,9.0,5.0,0.0,49.0,1.0,9.0,2.0,0.236,0.289,0.328,0.617,-0.059,60.1,6200.0,6700.0,X
1662,안지만,,SAMSUNG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500.0,2600.0,X
1663,안치용,X,LG,2005,1979.0,26.0,OF,-0.09,13.0,-0.1,0.01,8.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.143,0.143,0.143,0.286,-0.199,-40.4,2800.0,2700.0,X
1664,양승학,,SK/SSG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,2000.0,X
1665,양준혁,O,SAMSUNG,2005,1969.0,36.0,DH,1.27,124.0,2.96,-1.69,463.0,458.0,394.0,61.0,103.0,15.0,1.0,13.0,159.0,50.0,10.0,3.0,62.0,5.0,5.0,44.0,16.0,0.0,2.0,0.261,0.367,0.404,0.771,0.009,114.8,40000.0,33000.0,X
1666,엄정욱,,SK/SSG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700.0,5000.0,X
1667,염종석,,LOTTE,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,15000.0,X
1668,오상민,,SAMSUNG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000.0,11000.0,X
1669,오승환,,SAMSUNG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500.0,2000.0,X
1670,오윤,X,HYUNDAI,2005,1981.0,24.0,LF,-0.17,9.0,-0.18,0.01,10.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,-0.234,-89.4,,,
1671,오재일,X,HYUNDAI,2005,1986.0,19.0,1B,-0.03,1.0,-0.03,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.322,-164.0,,,
1672,오태근,X,LG,2005,1978.0,27.0,OF,0.03,7.0,0.02,0.0,5.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.333,0.6,0.333,0.933,0.071,167.0,2800.0,2800.0,X
1673,용덕한,X,DOOSAN,2005,1981.0,24.0,C,0.0,59.0,-0.22,0.22,141.0,140.0,130.0,13.0,31.0,5.0,0.0,0.0,36.0,10.0,1.0,3.0,10.0,0.0,0.0,23.0,3.0,1.0,0.0,0.238,0.293,0.277,0.57,-0.06,57.4,3200.0,2000.0,X
1674,위재영,,SK/SSG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000.0,9750.0,X
1675,유덕형,X,HYUNDAI,2005,1984.0,21.0,2B,-0.05,3.0,-0.05,0.01,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.325,-165.9,,,
1676,유한준,X,HYUNDAI,2005,1981.0,24.0,RF,0.03,18.0,-0.02,0.05,28.0,28.0,26.0,3.0,5.0,1.0,0.0,1.0,9.0,5.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.192,0.25,0.346,0.596,-0.07,48.9,2100.0,2000.0,X
1677,윤길현,,SK/SSG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600.0,3300.0,X
1678,윤석민,X,DOOSAN,2005,1985.0,20.0,1B,-0.03,1.0,-0.03,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.328,-169.2,2000.0,2000.0,X
1679,윤석민,,KIA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,2000.0,X
1680,윤승균,X,DOOSAN,2005,1983.0,22.0,CF,-0.42,116.0,-0.55,0.13,99.0,95.0,90.0,34.0,17.0,2.0,0.0,1.0,22.0,6.0,39.0,12.0,5.0,0.0,0.0,34.0,0.0,4.0,0.0,0.189,0.232,0.244,0.476,-0.11,18.4,3400.0,,X
1681,윤형진,,KIA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,2500.0,X
1682,이계성,X,LOTTE,2005,1977.0,28.0,OF,-0.15,13.0,-0.17,0.02,12.0,12.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.091,0.167,0.091,0.258,-0.194,-55.8,,,
1683,이대수,X,SK/SSG,2005,1981.0,24.0,SS,-0.11,99.0,-0.17,0.06,70.0,66.0,59.0,11.0,12.0,3.0,1.0,0.0,17.0,4.0,1.0,1.0,4.0,3.0,0.0,19.0,2.0,4.0,0.0,0.203,0.288,0.288,0.576,-0.077,45.7,4500.0,2900.0,X
1684,이대진,,KIA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.0,,X
1685,이대현,X,DOOSAN,2005,1982.0,23.0,C,-0.02,1.0,-0.03,0.01,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.333,-173.1,2100.0,,O
1686,이대형,X,LG,2005,1983.0,22.0,CF,0.43,107.0,0.49,-0.06,142.0,139.0,127.0,40.0,34.0,4.0,1.0,0.0,40.0,5.0,37.0,9.0,11.0,1.0,0.0,35.0,2.0,3.0,0.0,0.268,0.331,0.315,0.646,-0.028,84.0,3800.0,2600.0,X
1687,이대호,X,LOTTE,2005,1982.0,23.0,3B,2.82,126.0,3.11,-0.29,512.0,508.0,447.0,53.0,119.0,16.0,2.0,21.0,202.0,80.0,1.0,0.0,47.0,15.0,4.0,76.0,12.0,0.0,3.0,0.266,0.354,0.452,0.806,0.005,111.9,13000.0,7000.0,X
1688,이도형,X,HANWHA,2005,1975.0,30.0,DH,2.83,113.0,2.45,0.38,431.0,431.0,391.0,43.0,101.0,18.0,1.0,22.0,187.0,72.0,0.0,0.0,30.0,9.0,0.0,75.0,15.0,0.0,1.0,0.258,0.325,0.478,0.803,0.002,109.1,,,
1689,이동학,,HYUNDAI,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300.0,3000.0,X
1690,이동현,,KIA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,2500.0,X
1691,이동훈,X,LOTTE,2005,1981.0,24.0,C,0.15,2.0,0.14,0.01,3.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.667,0.667,1.0,1.667,0.423,464.0,2100.0,2000.0,X
1692,이명우,,LOTTE,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0,2800.0,X
1693,이범호,X,HANWHA,2005,1981.0,24.0,3B,4.06,126.0,4.36,-0.3,513.0,512.0,444.0,69.0,121.0,27.0,1.0,26.0,228.0,68.0,6.0,2.0,53.0,9.0,0.0,94.0,8.0,1.0,6.0,0.273,0.357,0.514,0.871,0.03,133.0,16000.0,10500.0,X
1694,이병규9,X,LG,2005,1974.0,31.0,CF,4.28,119.0,4.64,-0.35,517.0,515.0,466.0,62.0,157.0,24.0,2.0,9.0,212.0,75.0,10.0,6.0,34.0,9.0,1.0,62.0,10.0,1.0,7.0,0.337,0.388,0.455,0.843,0.038,139.4,50000.0,30000.0,X
1695,이보근,,HYUNDAI,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,,O
1696,이상목,,LOTTE,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,20000.0,X
1697,이상화,,KIA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,2000.0,X
1698,이성열,X,LG,2005,1984.0,21.0,C,1.79,102.0,1.04,0.75,230.0,227.0,187.0,34.0,44.0,7.0,3.0,9.0,84.0,30.0,3.0,1.0,21.0,21.0,3.0,78.0,0.0,0.0,1.0,0.235,0.374,0.449,0.823,-0.01,99.2,,,
1699,이숭용,O,HYUNDAI,2005,1971.0,34.0,1B,1.43,105.0,2.21,-0.78,390.0,385.0,330.0,45.0,83.0,13.0,0.0,14.0,138.0,55.0,1.0,1.0,46.0,9.0,2.0,50.0,10.0,3.0,2.0,0.252,0.357,0.418,0.775,0.002,109.5,25000.0,25000.0,X
1700,이승준,X,DOOSAN,2005,1976.0,29.0,IF,-0.3,24.0,-0.25,-0.05,36.0,36.0,33.0,2.0,6.0,0.0,0.0,1.0,9.0,4.0,0.0,0.0,1.0,1.0,0.0,13.0,1.0,0.0,1.0,0.182,0.222,0.273,0.495,-0.125,2.2,,,
1701,이승준,,LOTTE,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,3700.0,X
1702,이승호,,LG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,13500.0,X
1703,이승호,,LG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,10000.0,X
1704,이승화,,LOTTE,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,2400.0,X
1705,이시찬,X,LG,2005,1985.0,20.0,SS,-0.03,13.0,-0.03,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33,-170.3,,,
1706,이양기,X,HANWHA,2005,1981.0,24.0,LF,0.17,10.0,0.27,-0.11,12.0,12.0,11.0,5.0,5.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.455,0.5,0.727,1.227,0.171,251.8,,,
1707,이영수,X,KIA,2005,1981.0,24.0,IF,-0.05,4.0,-0.05,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.319,-161.5,,,
1708,이영욱,,SK/SSG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0,2000.0,X
1709,이왕기,,LOTTE,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.0,2000.0,X
1710,이용규,X,KIA,2005,1985.0,20.0,LF,1.84,124.0,1.74,0.1,479.0,465.0,414.0,57.0,110.0,17.0,2.0,5.0,146.0,37.0,31.0,10.0,39.0,9.0,0.0,64.0,6.0,14.0,3.0,0.266,0.34,0.353,0.693,-0.018,92.6,,,
1711,이용규,,LG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,2000.0,X
1712,이원석,X,LOTTE,2005,1986.0,19.0,3B,0.12,72.0,-0.06,0.18,200.0,187.0,163.0,21.0,33.0,10.0,1.0,1.0,48.0,18.0,0.0,0.0,18.0,4.0,0.0,58.0,1.0,13.0,2.0,0.202,0.294,0.294,0.588,-0.061,58.8,3000.0,2000.0,X
1713,이원희,,DOOSAN,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,2000.0,X
1714,이재주,X,KIA,2005,1973.0,32.0,DH,0.47,79.0,1.08,-0.61,148.0,147.0,124.0,10.0,31.0,8.0,0.0,5.0,54.0,19.0,0.0,1.0,22.0,2.0,1.0,32.0,5.0,0.0,0.0,0.25,0.372,0.435,0.807,0.022,125.9,5800.0,5800.0,X
1715,이정동,,LOTTE,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,2000.0,X
1716,이정민,,LOTTE,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.0,3200.0,X
1717,이정식,X,SAMSUNG,2005,1981.0,24.0,C,-0.07,59.0,0.04,-0.11,78.0,74.0,67.0,7.0,15.0,3.0,0.0,1.0,21.0,4.0,0.0,0.0,6.0,1.0,0.0,13.0,4.0,4.0,0.0,0.224,0.297,0.313,0.61,-0.052,65.5,3500.0,2600.0,X
1718,이정훈,,LOTTE,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,4600.0,X
1719,이종범,X,KIA,2005,1970.0,35.0,CF,4.78,118.0,4.42,0.37,495.0,486.0,430.0,69.0,134.0,25.0,2.0,6.0,181.0,36.0,28.0,5.0,47.0,11.0,2.0,49.0,8.0,7.0,0.0,0.312,0.393,0.421,0.814,0.031,132.8,50000.0,43000.0,X
1720,이종열,X,LG,2005,1973.0,32.0,2B,0.85,85.0,0.68,0.17,303.0,295.0,269.0,37.0,68.0,7.0,2.0,6.0,97.0,29.0,5.0,1.0,21.0,4.0,1.0,37.0,6.0,7.0,2.0,0.253,0.314,0.361,0.675,-0.034,79.1,15000.0,15000.0,X
1721,이종욱,,DOOSAN,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
1722,이진영,X,SK/SSG,2005,1980.0,25.0,RF,4.3,122.0,4.32,-0.03,523.0,512.0,453.0,76.0,132.0,19.0,1.0,20.0,213.0,74.0,8.0,5.0,55.0,3.0,3.0,60.0,7.0,8.0,4.0,0.291,0.369,0.47,0.839,0.031,133.2,25000.0,18500.0,X
1723,이태호,,SAMSUNG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,2200.0,X
1724,이택근,X,HYUNDAI,2005,1980.0,25.0,1B,1.81,71.0,1.84,-0.03,169.0,166.0,139.0,20.0,46.0,9.0,0.0,2.0,61.0,14.0,2.0,1.0,19.0,8.0,0.0,22.0,1.0,3.0,0.0,0.331,0.44,0.439,0.879,0.056,153.6,4500.0,4000.0,X
1725,이현곤,,KIA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,5000.0,X
1726,이혜천,,DOOSAN,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000.0,9500.0,X
1727,이호성,,DOOSAN,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,8500.0,X
1728,이호준,X,SK/SSG,2005,1976.0,29.0,1B,2.35,105.0,3.28,-0.93,411.0,409.0,354.0,59.0,96.0,16.0,1.0,21.0,177.0,65.0,5.0,5.0,45.0,10.0,2.0,68.0,10.0,0.0,2.0,0.271,0.367,0.5,0.867,0.03,132.6,,,
1729,임동규,,SAMSUNG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,2100.0,X
1730,임선동,,HYUNDAI,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300.0,8400.0,X
1731,임성민,X,KIA,2005,1982.0,23.0,OF,0.09,47.0,0.1,-0.02,62.0,62.0,56.0,12.0,13.0,2.0,0.0,1.0,18.0,3.0,0.0,0.0,6.0,0.0,0.0,14.0,2.0,0.0,0.0,0.232,0.306,0.321,0.627,-0.039,75.1,,,
1732,임수민,X,HANWHA,2005,1973.0,32.0,2B,-0.23,64.0,0.03,-0.26,121.0,121.0,111.0,10.0,26.0,6.0,0.0,3.0,41.0,25.0,1.0,0.0,6.0,0.0,0.0,24.0,5.0,0.0,4.0,0.234,0.264,0.369,0.633,-0.054,62.1,6000.0,6500.0,X
1733,임재철,X,DOOSAN,2005,1976.0,29.0,RF,2.72,109.0,2.9,-0.19,401.0,379.0,336.0,41.0,104.0,13.0,3.0,3.0,132.0,30.0,10.0,3.0,35.0,4.0,0.0,51.0,5.0,22.0,4.0,0.31,0.377,0.393,0.77,0.019,121.9,9000.0,5000.0,X
1734,임준혁,,KIA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
1735,임창용,,SAMSUNG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,50000.0,X
1736,장교성,,DOOSAN,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
1737,장교성,X,HYUNDAI,2005,1977.0,28.0,IF,-0.62,37.0,-0.65,0.03,45.0,45.0,40.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,3.0,2.0,0.0,15.0,1.0,0.0,0.0,0.1,0.2,0.125,0.325,-0.172,-37.5,,,
1738,장문석,,KIA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,15000.0,X
1739,장성호,X,KIA,2005,1977.0,28.0,1B,3.56,123.0,4.53,-0.97,533.0,522.0,464.0,70.0,139.0,23.0,1.0,16.0,212.0,74.0,4.0,1.0,61.0,3.0,10.0,48.0,12.0,1.0,4.0,0.3,0.382,0.457,0.839,0.03,132.3,45000.0,35000.0,X
1740,장원삼,,HYUNDAI,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
1741,장원진,O,DOOSAN,2005,1969.0,36.0,LF,1.71,123.0,2.13,-0.41,478.0,475.0,423.0,58.0,121.0,16.0,0.0,3.0,146.0,42.0,4.0,4.0,42.0,9.0,1.0,53.0,5.0,2.0,2.0,0.286,0.361,0.345,0.706,-0.008,101.2,20000.0,15000.0,X
1742,장인규,,DOOSAN,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,2000.0,X
1743,장일현,X,KIA,2005,1976.0,29.0,OF,-0.11,11.0,-0.17,0.06,16.0,16.0,15.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.133,0.188,0.133,0.321,-0.163,-29.5,,,
1744,장종훈,X,HANWHA,2005,1968.0,37.0,1B,-0.12,7.0,-0.12,0.01,11.0,11.0,11.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.091,0.091,0.364,0.455,-0.167,-32.8,,,
1745,장준관,,LG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,2700.0,X
1746,장찬,,SK/SSG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
1747,전근표,X,HYUNDAI,2005,1977.0,28.0,RF,0.07,37.0,0.24,-0.17,111.0,111.0,96.0,12.0,20.0,7.0,0.0,2.0,33.0,4.0,0.0,1.0,14.0,1.0,0.0,27.0,3.0,0.0,0.0,0.208,0.315,0.344,0.659,-0.028,83.9,4800.0,5500.0,X
1748,전병두,,KIA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,2000.0,X
1749,전병호,,SAMSUNG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,11500.0,X
1750,전상렬,X,DOOSAN,2005,1972.0,33.0,RF,0.59,92.0,0.49,0.09,355.0,345.0,311.0,44.0,75.0,15.0,1.0,1.0,95.0,25.0,3.0,3.0,32.0,2.0,0.0,57.0,5.0,10.0,0.0,0.241,0.316,0.305,0.621,-0.039,75.7,15000.0,14000.0,X
1751,전준호,X,HYUNDAI,2005,1969.0,36.0,LF,1.34,94.0,0.6,0.74,320.0,310.0,278.0,34.0,74.0,8.0,2.0,0.0,86.0,22.0,18.0,8.0,25.0,4.0,0.0,42.0,1.0,10.0,3.0,0.266,0.332,0.309,0.641,-0.032,81.0,7500.0,10000.0,X
1752,전준호,X,HYUNDAI,2005,1969.0,36.0,LF,1.34,94.0,0.6,0.74,320.0,310.0,278.0,34.0,74.0,8.0,2.0,0.0,86.0,22.0,18.0,8.0,25.0,4.0,0.0,42.0,1.0,10.0,3.0,0.266,0.332,0.309,0.641,-0.032,81.0,7500.0,10000.0,X
1753,전준호,X,HYUNDAI,2005,1969.0,36.0,LF,1.34,94.0,0.6,0.74,320.0,310.0,278.0,34.0,74.0,8.0,2.0,0.0,86.0,22.0,18.0,8.0,25.0,4.0,0.0,42.0,1.0,10.0,3.0,0.266,0.332,0.309,0.641,-0.032,81.0,7500.0,10000.0,X
1754,전준호,X,HYUNDAI,2005,1969.0,36.0,LF,1.34,94.0,0.6,0.74,320.0,310.0,278.0,34.0,74.0,8.0,2.0,0.0,86.0,22.0,18.0,8.0,25.0,4.0,0.0,42.0,1.0,10.0,3.0,0.266,0.332,0.309,0.641,-0.032,81.0,7500.0,10000.0,X
1755,전현태,X,HANWHA,2005,1986.0,19.0,3B,-0.07,21.0,-0.01,-0.06,35.0,35.0,27.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,8.0,0.0,0.0,13.0,1.0,0.0,0.0,0.148,0.343,0.185,0.528,-0.041,72.9,,,
1756,정경배,X,SK/SSG,2005,1974.0,31.0,2B,3.5,126.0,2.63,0.86,502.0,487.0,427.0,49.0,122.0,16.0,1.0,11.0,173.0,63.0,7.0,8.0,44.0,10.0,1.0,75.0,7.0,14.0,7.0,0.286,0.361,0.405,0.766,0.005,111.1,25000.0,13000.0,X
1757,정근우,X,SK/SSG,2005,1982.0,23.0,2B,-0.72,52.0,-0.67,-0.05,106.0,98.0,88.0,11.0,17.0,2.0,0.0,0.0,19.0,5.0,4.0,2.0,4.0,4.0,0.0,13.0,3.0,8.0,2.0,0.193,0.255,0.216,0.471,-0.122,11.9,2400.0,,O
1758,정대현,,SK/SSG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,7000.0,X
1759,정민철,,HANWHA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000.0,25000.0,X
1760,정범모,,HANWHA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
1761,정병희,,SK/SSG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,1800.0,X
1762,정보명,,LOTTE,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
1763,정성훈,X,HYUNDAI,2005,1980.0,25.0,3B,3.04,126.0,3.11,-0.07,523.0,514.0,458.0,61.0,122.0,20.0,1.0,17.0,195.0,72.0,7.0,3.0,49.0,7.0,0.0,67.0,14.0,9.0,0.0,0.266,0.346,0.426,0.772,0.006,112.1,18000.0,15000.0,X
1764,정수근,O,LOTTE,2005,1977.0,28.0,CF,2.66,109.0,2.24,0.42,431.0,424.0,370.0,63.0,106.0,21.0,2.0,0.0,131.0,29.0,21.0,15.0,49.0,4.0,1.0,53.0,3.0,6.0,2.0,0.286,0.374,0.354,0.728,0.009,115.1,30000.0,25000.0,X
1765,정수성,X,HYUNDAI,2005,1978.0,27.0,CF,1.34,118.0,1.32,0.02,429.0,410.0,366.0,53.0,100.0,14.0,5.0,0.0,124.0,19.0,29.0,5.0,21.0,20.0,0.0,76.0,9.0,19.0,3.0,0.273,0.344,0.339,0.683,-0.03,82.8,7000.0,4000.0,X
1766,정원,,KIA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,2100.0,X
1767,정원석,X,DOOSAN,2005,1977.0,28.0,2B,-0.19,15.0,-0.12,-0.07,15.0,15.0,13.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.154,0.267,0.154,0.421,-0.109,15.6,,,
1768,정의윤,X,LG,2005,1986.0,19.0,RF,-0.06,106.0,0.31,-0.37,340.0,337.0,314.0,41.0,76.0,10.0,3.0,8.0,116.0,42.0,3.0,1.0,17.0,4.0,0.0,69.0,6.0,3.0,2.0,0.242,0.288,0.369,0.657,-0.046,69.2,3200.0,2000.0,X
1769,정재복,,LG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,3600.0,X
1770,정재훈,,DOOSAN,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,3800.0,X
1771,정재훈,,DOOSAN,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,3800.0,X
1772,조경환,,KIA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000.0,11000.0,X
1773,조경환,X,SK/SSG,2005,1972.0,33.0,LF,-0.1,19.0,-0.14,0.04,35.0,35.0,34.0,4.0,7.0,0.0,0.0,2.0,13.0,4.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.206,0.229,0.382,0.611,-0.094,28.7,,,
1774,조동찬,X,SAMSUNG,2005,1983.0,22.0,3B,2.71,122.0,2.78,-0.07,447.0,444.0,387.0,55.0,106.0,16.0,0.0,16.0,170.0,63.0,17.0,6.0,39.0,15.0,0.0,84.0,9.0,3.0,3.0,0.274,0.36,0.439,0.799,0.009,114.6,10000.0,5400.0,X
1775,조동화,X,SK/SSG,2005,1981.0,24.0,CF,0.69,110.0,0.53,0.16,345.0,304.0,281.0,41.0,74.0,2.0,4.0,1.0,87.0,19.0,19.0,5.0,19.0,3.0,0.0,55.0,2.0,41.0,1.0,0.263,0.316,0.31,0.626,-0.045,73.3,4500.0,2000.0,X
1776,조성민,,HANWHA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10110.0,7600.0,X
1777,조영민,,SK/SSG,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900.0,,X
